,FIPS,Emp,ind_name
5274,48459,375.25,outpatient
5275,48461,,outpatient
5276,48463,743.25,outpatient
5277,48465,1495.5,outpatient
5278,48467,344.25,outpatient
5279,48469,2428.25,outpatient
5280,48471,821.25,outpatient
5281,48473,336.25,outpatient
5282,48475,7.333333333333333,outpatient
5283,48477,773.0,outpatient
5284,48479,9142.5,outpatient
5285,48481,917.75,outpatient
5286,48483,37.0,outpatient
5287,48485,4581.5,outpatient
5288,48487,95.0,outpatient
5289,48489,234.75,outpatient
5290,48491,8258.25,outpatient
5291,48493,261.5,outpatient
5292,48495,25.25,outpatient
5293,48497,1528.0,outpatient
5294,48499,508.0,outpatient
5295,48501,11.75,outpatient
5296,48503,276.0,outpatient
5297,48505,153.25,outpatient
5298,48507,279.25,outpatient
5299,49001,134.0,outpatient
5300,49003,596.25,outpatient
5301,49005,2017.0,outpatient
5302,49007,494.75,outpatient
5303,49011,6995.0,outpatient
5304,49013,157.25,outpatient
5305,49015,87.5,outpatient
5306,49017,26.75,outpatient
5307,49019,95.5,outpatient
5308,49021,658.5,outpatient
5309,49023,150.75,outpatient
5310,49025,24.75,outpatient
5311,49027,150.0,outpatient
5312,49029,72.0,outpatient
5313,49033,,outpatient
5314,49035,29194.0,outpatient
5315,49037,405.5,outpatient
5316,49039,168.25,outpatient
5317,49041,400.25,outpatient
5318,49043,552.5,outpatient
5319,49045,761.5,outpatient
5320,49047,383.75,outpatient
5321,49049,11345.25,outpatient
5322,49051,288.5,outpatient
5323,49053,4024.5,outpatient
5324,49055,,outpatient
5325,49057,4461.75,outpatient
5326,50001,853.5,outpatient
5327,50003,933.75,outpatient
5328,50005,640.75,outpatient
5329,50007,6817.75,outpatient
5330,50009,37.5,outpatient
5331,50011,1121.0,outpatient
5332,50013,7.0,outpatient
5333,50015,491.5,outpatient
5334,50017,191.0,outpatient
5335,50019,541.5,outpatient
5336,50021,1692.5,outpatient
5337,50023,2060.5,outpatient
5338,50025,678.5,outpatient
5339,50027,922.5,outpatient
5340,51001,591.75,outpatient
5341,51003,2712.0,outpatient
5342,51005,269.75,outpatient
5343,51007,73.5,outpatient
5344,51009,375.0,outpatient
5345,51011,197.25,outpatient
5346,51013,3582.5,outpatient
5347,51015,952.0,outpatient
5348,51019,916.5,outpatient
5349,51021,210.5,outpatient
5350,51023,329.75,outpatient
5351,51025,117.5,outpatient
5352,51027,214.5,outpatient
5353,51029,233.25,outpatient
5354,51031,589.75,outpatient
5355,51033,65.25,outpatient
5356,51035,465.25,outpatient
5357,51036,,outpatient
5358,51037,97.75,outpatient
5359,51041,7653.75,outpatient
5360,51043,95.75,outpatient
5361,51045,,outpatient
5362,51047,421.5,outpatient
5363,51049,4.5,outpatient
5364,51051,131.0,outpatient
5365,51053,133.25,outpatient
5366,51057,164.25,outpatient
5367,51059,31853.0,outpatient
5368,51061,986.0,outpatient
5369,51063,51.0,outpatient
5370,51065,103.5,outpatient
5371,51067,652.75,outpatient
5372,51069,381.75,outpatient
5373,51071,101.75,outpatient
5374,51073,553.25,outpatient
5375,51075,314.5,outpatient
5376,51077,48.75,outpatient
5377,51079,74.5,outpatient
5378,51081,134.75,outpatient
5379,51083,774.25,outpatient
5380,51085,1935.75,outpatient
5381,51087,11421.0,outpatient
5382,51089,261.75,outpatient
5383,51091,,outpatient
5384,51093,360.5,outpatient
5385,51095,1542.0,outpatient
5386,51097,9.5,outpatient
5387,51099,164.75,outpatient
5388,51101,122.5,outpatient
5389,51103,270.5,outpatient
5390,51105,291.25,outpatient
5391,51107,6402.0,outpatient
5392,51109,150.0,outpatient
5393,51111,129.75,outpatient
5394,51113,37.75,outpatient
5395,51115,41.25,outpatient
5396,51117,563.0,outpatient
5397,51119,103.0,outpatient
5398,51121,1523.5,outpatient
5399,51125,150.75,outpatient
5400,51127,78.0,outpatient
5401,51131,199.25,outpatient
5402,51133,42.25,outpatient
5403,51135,249.5,outpatient
5404,51137,295.5,outpatient
5405,51139,114.25,outpatient
5406,51141,101.25,outpatient
5407,51143,547.0,outpatient
5408,51145,230.5,outpatient
5409,51147,688.75,outpatient
5410,51149,315.75,outpatient
5411,51153,7271.25,outpatient
5412,51155,407.25,outpatient
5413,51157,19.25,outpatient
5414,51159,112.5,outpatient
5415,51161,2495.0,outpatient
5416,51163,161.5,outpatient
5417,51165,1037.75,outpatient
5418,51167,431.5,outpatient
5419,51169,295.75,outpatient
5420,51171,258.0,outpatient
5421,51173,419.25,outpatient
5422,51175,152.0,outpatient
5423,51177,2622.75,outpatient
5424,51179,1573.75,outpatient
5425,51181,4.5,outpatient
5426,51183,119.0,outpatient
5427,51185,833.25,outpatient
5428,51187,316.5,outpatient
5429,51191,1078.0,outpatient
5430,51193,112.25,outpatient
5431,51195,665.25,outpatient
5432,51197,495.75,outpatient
5433,51199,805.75,outpatient
5434,51510,2671.75,outpatient
5435,51520,281.25,outpatient
5436,51530,40.25,outpatient
5437,51540,2178.0,outpatient
5438,51550,6533.25,outpatient
5439,51570,1125.5,outpatient
5440,51580,60.0,outpatient
5441,51590,1934.5,outpatient
5442,51595,395.0,outpatient
5443,51600,2882.25,outpatient
5444,51610,1367.25,outpatient
5445,51620,393.0,outpatient
5446,51630,2717.0,outpatient
5447,51640,828.25,outpatient
5448,51650,2481.0,outpatient
5449,51660,1784.5,outpatient
5450,51670,357.0,outpatient
5451,51678,119.5,outpatient
5452,51680,4033.0,outpatient
5453,51683,1574.0,outpatient
5454,51685,21.5,outpatient
5455,51690,951.25,outpatient
5456,51700,6099.25,outpatient
5457,51710,6423.25,outpatient
5458,51720,293.75,outpatient
5459,51730,1093.25,outpatient
5460,51735,69.0,outpatient
5461,51740,2863.25,outpatient
5462,51750,205.75,outpatient
5463,51760,8836.5,outpatient
5464,51770,3262.0,outpatient
5465,51775,1281.25,outpatient
5466,51790,686.75,outpatient
5467,51800,2396.5,outpatient
5468,51810,12054.25,outpatient
5469,51820,263.0,outpatient
5470,51830,338.75,outpatient
5471,51840,3005.0,outpatient
5472,53001,406.25,outpatient
5473,53003,521.5,outpatient
5474,53005,5654.0,outpatient
5475,53007,1322.25,outpatient
5476,53009,972.25,outpatient
5477,53011,9883.0,outpatient
5478,53013,22.25,outpatient
5479,53015,2375.25,outpatient
5480,53017,347.75,outpatient
5481,53019,110.0,outpatient
5482,53021,1251.5,outpatient
5483,53023,,outpatient
5484,53025,1085.5,outpatient
5485,53027,712.5,outpatient
5486,53029,622.5,outpatient
5487,53031,192.75,outpatient
5488,53033,62137.5,outpatient
5489,53035,4219.5,outpatient
5490,53037,498.25,outpatient
5491,53039,165.0,outpatient
5492,53041,1482.75,outpatient
5493,53043,84.25,outpatient
5494,53045,203.25,outpatient
5495,53047,735.0,outpatient
5496,53049,118.0,outpatient
5497,53051,33.75,outpatient
5498,53053,17692.0,outpatient
5499,53055,172.5,outpatient
5500,53057,2003.0,outpatient
5501,53059,56.75,outpatient
5502,53061,12801.0,outpatient
5503,53063,14242.25,outpatient
5504,53065,476.0,outpatient
5505,53067,5938.0,outpatient
5506,53069,,outpatient
5507,53071,882.75,outpatient
5508,53073,4260.25,outpatient
5509,53075,608.25,outpatient
5510,53077,6380.25,outpatient
5511,54001,415.0,outpatient
5512,54003,1436.75,outpatient
5513,54005,510.0,outpatient
5514,54007,293.5,outpatient
5515,54009,402.25,outpatient
5516,54011,4424.25,outpatient
5517,54013,,outpatient
5518,54015,126.25,outpatient
5519,54017,29.75,outpatient
5520,54019,835.0,outpatient
5521,54021,75.0,outpatient
5522,54023,282.75,outpatient
5523,54025,1282.5,outpatient
5524,54027,249.25,outpatient
5525,54029,294.0,outpatient
5526,54031,244.5,outpatient
5527,54033,2278.25,outpatient
5528,54035,446.5,outpatient
5529,54037,527.5,outpatient
5530,54039,6726.5,outpatient
5531,54041,249.75,outpatient
5532,54043,162.5,outpatient
5533,54045,668.75,outpatient
5534,54047,169.0,outpatient
5535,54049,976.0,outpatient
5536,54051,380.0,outpatient
5537,54053,227.75,outpatient
5538,54055,1750.75,outpatient
5539,54057,244.5,outpatient
5540,54059,291.0,outpatient
5541,54061,3502.25,outpatient
5542,54063,127.0,outpatient
5543,54065,167.75,outpatient
5544,54067,605.25,outpatient
5545,54069,1722.25,outpatient
5546,54071,69.25,outpatient
5547,54073,101.25,outpatient
5548,54075,92.25,outpatient
5549,54077,319.5,outpatient
5550,54079,938.25,outpatient
5551,54081,2944.5,outpatient
5552,54083,1005.5,outpatient
5553,54085,117.25,outpatient
5554,54087,132.5,outpatient
5555,54089,81.75,outpatient
5556,54091,198.25,outpatient
5557,54093,81.0,outpatient
5558,54095,227.5,outpatient
5559,54097,330.5,outpatient
5560,54099,466.0,outpatient
5561,54101,145.0,outpatient
5562,54103,195.25,outpatient
5563,54105,,outpatient
5564,54107,2410.75,outpatient
5565,54109,308.25,outpatient
5566,55001,43.0,outpatient
5567,55003,411.25,outpatient
5568,55005,704.25,outpatient
5569,55007,94.75,outpatient
5570,55009,7290.25,outpatient
5571,55011,78.5,outpatient
5572,55013,113.5,outpatient
5573,55015,445.75,outpatient
5574,55017,948.0,outpatient
5575,55019,135.5,outpatient
5576,55021,578.25,outpatient
5577,55023,151.25,outpatient
5578,55025,15955.0,outpatient
5579,55027,741.0,outpatient
5580,55029,299.75,outpatient
5581,55031,540.25,outpatient
5582,55033,263.75,outpatient
5583,55035,4607.25,outpatient
5584,55037,,outpatient
5585,55039,2129.25,outpatient
5586,55041,56.0,outpatient
5587,55043,462.25,outpatient
5588,55045,668.75,outpatient
5589,55047,154.5,outpatient
5590,55049,164.5,outpatient
5591,55051,39.0,outpatient
5592,55053,311.0,outpatient
5593,55055,874.5,outpatient
5594,55057,180.5,outpatient
5595,55059,2298.0,outpatient
5596,55061,117.5,outpatient
5597,55063,2660.0,outpatient
5598,55065,52.5,outpatient
5599,55067,165.0,outpatient
5600,55069,312.0,outpatient
5601,55071,1019.75,outpatient
5602,55073,4296.25,outpatient
5603,55075,701.75,outpatient
5604,55077,78.0,outpatient
5605,55078,,outpatient
5606,55079,23617.25,outpatient
5607,55081,544.25,outpatient
5608,55083,280.75,outpatient
5609,55085,1189.25,outpatient
5610,55087,5155.5,outpatient
5611,55089,3381.25,outpatient
5612,55091,59.5,outpatient
5613,55093,229.5,outpatient
5614,55095,410.25,outpatient
5615,55097,1706.75,outpatient
5616,55099,197.25,outpatient
5617,55101,2736.25,outpatient
5618,55103,166.0,outpatient
5619,55105,2249.0,outpatient
5620,55107,101.0,outpatient
5621,55109,1612.75,outpatient
5622,55111,1129.25,outpatient
5623,55113,199.5,outpatient
5624,55115,616.5,outpatient
5625,55117,2373.75,outpatient
5626,55119,233.75,outpatient
5627,55121,102.5,outpatient
5628,55123,283.25,outpatient
5629,55125,155.5,outpatient
5630,55127,1024.75,outpatient
5631,55129,134.0,outpatient
5632,55131,2337.0,outpatient
5633,55133,9777.75,outpatient
5634,55135,627.5,outpatient
5635,55137,152.5,outpatient
5636,55139,4129.5,outpatient
5637,55141,7429.5,outpatient
5638,56001,616.75,outpatient
5639,56003,51.25,outpatient
5640,56005,624.0,outpatient
5641,56007,179.0,outpatient
5642,56009,157.25,outpatient
5643,56011,77.5,outpatient
5644,56013,741.25,outpatient
5645,56015,167.25,outpatient
5646,56017,78.0,outpatient
5647,56019,51.0,outpatient
5648,56021,2265.75,outpatient
5649,56023,160.75,outpatient
5650,56025,2406.75,outpatient
5651,56027,,outpatient
5652,56029,617.5,outpatient
5653,56031,61.75,outpatient
5654,56033,515.75,outpatient
5655,56035,129.0,outpatient
5656,56037,726.5,outpatient
5657,56039,512.25,outpatient
5658,56041,358.5,outpatient
5659,56043,147.5,outpatient
5660,56045,84.5,outpatient
5661,11001,21045.0,outpatient
5662,01001,1290.75,school
5663,01003,5075.5,school
5664,01005,462.75,school
5665,01007,454.75,school
5666,01009,1216.75,school
5667,01011,191.5,school
5668,01013,486.75,school
5669,01015,2462.25,school
5670,01017,545.75,school
5671,01019,498.25,school
5672,01021,812.5,school
5673,01023,294.5,school
5674,01025,580.0,school
5675,01027,,school
5676,01029,326.75,school
5677,01031,1014.5,school
5678,01033,1156.25,school
5679,01035,223.75,school
5680,01037,146.5,school
5681,01039,868.5,school
5682,01041,277.5,school
5683,01043,1684.25,school
5684,01045,832.25,school
5685,01047,976.25,school
5686,01049,1528.25,school
5687,01051,2079.5,school
5688,01053,755.25,school
5689,01055,2230.25,school
5690,01057,312.25,school
5691,01059,990.5,school
5692,01061,475.75,school
5693,01063,180.5,school
5694,01065,437.5,school
5695,01067,356.75,school
5696,01069,2426.75,school
5697,01071,1313.5,school
5698,01073,13199.0,school
5699,01075,201.75,school
5700,01077,1747.5,school
5701,01079,692.0,school
5702,01081,3015.75,school
5703,01083,1770.5,school
5704,01085,297.5,school
5705,01087,252.5,school
5706,01089,7748.75,school
5707,01091,544.25,school
5708,01093,664.25,school
5709,01095,2221.75,school
5710,01097,9641.5,school
5711,01099,586.5,school
5712,01101,4043.5,school
5713,01103,2986.0,school
5714,01105,240.75,school
5715,01107,347.25,school
5716,01109,646.25,school
5717,01111,633.25,school
5718,01113,1147.25,school
5719,01115,1596.0,school
5720,01117,5029.25,school
5721,01119,,school
5722,01121,2434.75,school
5723,01123,727.75,school
5724,01125,4452.25,school
5725,01127,1394.5,school
5726,01129,504.75,school
5727,01131,334.5,school
5728,01133,504.5,school
5729,02013,72.0,school
5730,02016,94.0,school
5731,02020,6837.5,school
5732,02050,1144.5,school
5733,02060,70.5,school
5734,02063,270.0,school
5735,02066,74.5,school
5736,02068,,school
5737,02070,,school
5738,02090,2590.0,school
5739,02100,,school
5740,02105,117.0,school
5741,02110,,school
5742,02122,1787.0,school
5743,02130,385.5,school
5744,02150,,school
5745,02158,828.5,school
5746,02164,139.5,school
5747,02170,2992.5,school
5748,02180,736.5,school
5749,02185,630.0,school
5750,02188,410.0,school
5751,02195,,school
5752,02198,425.0,school
5753,02220,290.5,school
5754,02230,,school
5755,02240,225.5,school
5756,02275,,school
5757,02282,,school
5758,02290,613.0,school
5759,04001,2630.25,school
5760,04003,2767.5,school
5761,04005,2125.25,school
5762,04007,1161.5,school
5763,04009,860.0,school
5764,04011,337.75,school
5765,04012,427.75,school
5766,04013,95322.0,school
5767,04015,2888.5,school
5768,04017,3188.25,school
5769,04019,20219.75,school
5770,04021,6854.75,school
5771,04023,1252.0,school
5772,04025,3356.25,school
5773,04027,3895.5,school
5774,05001,383.0,school
5775,05003,576.0,school
5776,05005,796.5,school
5777,05007,5984.0,school
5778,05009,922.5,school
5779,05011,,school
5780,05013,,school
5781,05015,603.0,school
5782,05017,,school
5783,05019,679.0,school
5784,05021,384.5,school
5785,05023,501.5,school
5786,05025,246.0,school
5787,05027,670.0,school
5788,05029,781.0,school
5789,05031,2585.5,school
5790,05033,1380.0,school
5791,05035,1334.5,school
5792,05037,530.5,school
5793,05039,168.5,school
5794,05041,,school
5795,05043,804.0,school
5796,05045,1932.5,school
5797,05047,428.0,school
5798,05049,329.0,school
5799,05051,1694.5,school
5800,05053,,school
5801,05055,1305.0,school
5802,05057,613.5,school
5803,05059,718.0,school
5804,05061,524.5,school
5805,05063,963.5,school
5806,05065,378.0,school
5807,05067,299.0,school
5808,05069,1933.5,school
5809,05071,630.0,school
5810,05073,164.0,school
5811,05075,522.0,school
5812,05077,,school
5813,05079,,school
5814,05081,,school
5815,05083,634.5,school
5816,05085,2106.5,school
5817,05087,373.5,school
5818,05089,465.5,school
5819,05091,902.0,school
5820,05093,1180.0,school
5821,05095,190.0,school
5822,05097,181.5,school
5823,05099,,school
5824,05101,275.5,school
5825,05103,716.0,school
5826,05105,,school
5827,05107,801.0,school
5828,05109,346.5,school
5829,05111,715.0,school
5830,05113,514.0,school
5831,05115,1621.0,school
5832,05117,,school
5833,05119,10652.0,school
5834,05121,,school
5835,05123,571.0,school
5836,05125,2130.5,school
5837,05127,,school
5838,05129,197.0,school
5839,05131,3354.0,school
5840,05133,687.5,school
5841,05135,,school
5842,05137,235.0,school
5843,05139,1123.0,school
5844,05141,370.0,school
5845,05143,7321.0,school
5846,05145,1962.5,school
5847,05147,,school
5848,05149,638.5,school
5849,06001,35422.5,school
5850,06003,,school
5851,06005,669.25,school
5852,06007,5635.5,school
5853,06009,991.25,school
5854,06011,508.75,school
5855,06013,24651.75,school
5856,06015,671.75,school
5857,06017,4731.25,school
5858,06019,29187.0,school
5859,06021,782.0,school
5860,06023,3700.25,school
5861,06025,5435.5,school
5862,06027,509.25,school
5863,06029,27376.5,school
5864,06031,4232.0,school
5865,06033,1450.0,school
5866,06035,499.75,school
5867,06037,222158.0,school
5868,06039,4256.0,school
5869,06041,6211.0,school
5870,06043,307.0,school
5871,06045,2709.5,school
5872,06047,8850.75,school
5873,06049,239.25,school
5874,06051,393.5,school
5875,06053,11767.25,school
5876,06055,3367.5,school
5877,06057,2597.25,school
5878,06059,70953.5,school
5879,06061,9195.0,school
5880,06063,381.0,school
5881,06065,56483.5,school
5882,06067,34450.5,school
5883,06069,1500.75,school
5884,06071,50565.25,school
5885,06073,75717.5,school
5886,06075,13244.5,school
5887,06077,19136.5,school
5888,06079,5259.5,school
5889,06081,15415.5,school
5890,06083,10464.5,school
5891,06085,41471.25,school
5892,06087,6026.25,school
5893,06089,4457.75,school
5894,06091,93.75,school
5895,06093,1333.75,school
5896,06095,9988.25,school
5897,06097,11268.25,school
5898,06099,17386.25,school
5899,06101,2735.75,school
5900,06103,2165.0,school
5901,06105,304.0,school
5902,06107,15274.5,school
5903,06109,962.75,school
5904,06111,20355.25,school
5905,06113,4948.75,school
5906,06115,2376.0,school
5907,08001,11603.25,school
5908,08003,,school
5909,08005,17942.0,school
5910,08007,242.75,school
5911,08009,176.5,school
5912,08011,,school
5913,08013,10841.75,school
5914,08014,157.25,school
5915,08015,544.0,school
5916,08017,,school
5917,08019,,school
5918,08021,252.75,school
5919,08023,,school
5920,08025,,school
5921,08027,,school
5922,08029,,school
5923,08031,15657.0,school
5924,08033,,school
5925,08035,8672.75,school
5926,08037,1123.25,school
5927,08039,661.25,school
5928,08041,19430.25,school
5929,08043,820.25,school
5930,08045,2267.5,school
5931,08047,,school
5932,08049,300.25,school
5933,08051,,school
5934,08053,,school
5935,08055,,school
5936,08057,0.0,school
5937,08059,14582.5,school
5938,08061,,school
5939,08063,289.75,school
5940,08065,284.6666666666667,school
5941,08067,1523.25,school
5942,08069,3588.5,school
5943,08071,416.0,school
5944,08073,164.75,school
5945,08075,509.0,school
5946,08077,3170.75,school
5947,08079,,school
5948,08081,,school
5949,08083,768.5,school
5950,08085,,school
5951,08087,874.5,school
5952,08089,567.25,school
5953,08091,,school
5954,08093,325.0,school
5955,08095,,school
5956,08097,395.0,school
5957,08099,347.0,school
5958,08101,3470.25,school
5959,08103,,school
5960,08105,353.6666666666667,school
5961,08107,536.75,school
5962,08109,,school
5963,08111,,school
5964,08113,219.5,school
5965,08115,,school
5966,08117,,school
5967,08119,,school
5968,08121,232.25,school
5969,08123,5822.5,school
5970,08125,296.25,school
5971,09001,28327.0,school
5972,09003,28897.5,school
5973,09005,5778.0,school
5974,09007,3724.0,school
5975,09009,25799.25,school
5976,09011,7703.5,school
5977,09013,4406.25,school
5978,09015,3990.25,school
5979,10001,4486.25,school
5980,10003,12583.75,school
5981,10005,4838.75,school
5982,12001,6016.5,school
5983,12003,,school
5984,12005,4242.75,school
5985,12007,,school
5986,12009,12525.75,school
5987,12011,43192.25,school
5988,12013,,school
5989,12015,2184.75,school
5990,12017,2722.0,school
5991,12019,5808.75,school
5992,12021,7729.75,school
5993,12023,1353.25,school
5994,12027,,school
5995,12029,411.25,school
5996,12031,17073.5,school
5997,12033,6063.75,school
5998,12035,2324.0,school
5999,12037,,school
6000,12039,953.75,school
6001,12041,,school
6002,12043,,school
6003,12045,,school
6004,12047,,school
6005,12049,,school
6006,12051,,school
6007,12053,2780.0,school
6008,12055,1727.5,school
6009,12057,27728.0,school
6010,12059,,school
6011,12061,2537.0,school
6012,12063,,school
6013,12065,,school
6014,12067,,school
6015,12069,6334.5,school
6016,12071,12206.25,school
6017,12073,6444.0,school
6018,12075,1014.0,school
6019,12077,,school
6020,12079,511.5,school
6021,12081,7842.25,school
6022,12083,7873.0,school
6023,12085,2766.5,school
6024,12086,53889.25,school
6025,12087,1268.25,school
6026,12089,2139.5,school
6027,12091,4676.25,school
6028,12093,,school
6029,12095,28103.0,school
6030,12097,9644.25,school
6031,12099,28288.0,school
6032,12101,10517.0,school
6033,12103,19151.25,school
6034,12105,16382.25,school
6035,12107,1497.25,school
6036,12109,6803.5,school
6037,12111,6526.75,school
6038,12113,3733.5,school
6039,12115,7310.75,school
6040,12117,8469.25,school
6041,12119,1287.5,school
6042,12121,,school
6043,12123,,school
6044,12125,,school
6045,12127,8237.25,school
6046,12129,648.0,school
6047,12131,1341.0,school
6048,12133,,school
6049,13001,474.25,school
6050,13003,283.75,school
6051,13005,261.25,school
6052,13007,,school
6053,13009,787.25,school
6054,13011,413.25,school
6055,13013,1806.5,school
6056,13015,1832.5,school
6057,13017,439.75,school
6058,13019,,school
6059,13021,4440.25,school
6060,13023,382.5,school
6061,13025,671.25,school
6062,13027,387.25,school
6063,13029,1414.75,school
6064,13031,2006.25,school
6065,13033,1089.5,school
6066,13035,584.75,school
6067,13037,172.75,school
6068,13039,1169.25,school
6069,13043,586.75,school
6070,13045,2543.0,school
6071,13047,1663.0,school
6072,13049,237.5,school
6073,13051,5792.25,school
6074,13053,,school
6075,13055,533.5,school
6076,13057,5280.0,school
6077,13059,2881.0,school
6078,13061,,school
6079,13063,8369.75,school
6080,13065,258.25,school
6081,13067,16552.0,school
6082,13069,1046.25,school
6083,13071,1688.75,school
6084,13073,3445.25,school
6085,13075,591.0,school
6086,13077,3015.25,school
6087,13079,322.0,school
6088,13081,828.0,school
6089,13083,301.25,school
6090,13085,463.0,school
6091,13087,899.5,school
6092,13089,15815.5,school
6093,13091,,school
6094,13093,231.75,school
6095,13095,2820.75,school
6096,13097,4227.75,school
6097,13099,441.75,school
6098,13101,,school
6099,13103,1468.0,school
6100,13105,537.5,school
6101,13107,801.25,school
6102,13109,334.75,school
6103,13111,647.0,school
6104,13113,3729.0,school
6105,13115,1807.25,school
6106,13117,7121.75,school
6107,13119,539.5,school
6108,13121,27922.25,school
6109,13123,575.25,school
6110,13125,,school
6111,13127,1990.25,school
6112,13129,1284.75,school
6113,13131,641.5,school
6114,13133,549.25,school
6115,13135,23389.5,school
6116,13137,997.25,school
6117,13139,4278.75,school
6118,13141,,school
6119,13143,774.75,school
6120,13145,627.0,school
6121,13147,616.25,school
6122,13149,282.25,school
6123,13151,7156.25,school
6124,13153,4004.75,school
6125,13155,400.0,school
6126,13157,1807.25,school
6127,13159,,school
6128,13161,487.75,school
6129,13163,521.75,school
6130,13165,0.0,school
6131,13167,0.0,school
6132,13169,900.75,school
6133,13171,577.5,school
6134,13173,243.0,school
6135,13175,1236.75,school
6136,13177,809.5,school
6137,13179,1524.75,school
6138,13181,246.25,school
6139,13183,,school
6140,13185,3058.5,school
6141,13187,,school
6142,13189,561.25,school
6143,13191,204.0,school
6144,13193,208.5,school
6145,13195,1042.75,school
6146,13197,186.0,school
6147,13199,566.5,school
6148,13201,185.5,school
6149,13205,684.5,school
6150,13207,776.25,school
6151,13209,143.75,school
6152,13211,598.25,school
6153,13213,907.25,school
6154,13215,4834.0,school
6155,13217,3225.75,school
6156,13219,1678.75,school
6157,13221,374.0,school
6158,13223,3677.5,school
6159,13225,543.5,school
6160,13227,702.0,school
6161,13229,,school
6162,13231,461.5,school
6163,13233,899.5,school
6164,13235,204.5,school
6165,13237,660.0,school
6166,13239,,school
6167,13241,799.0,school
6168,13243,202.0,school
6169,13245,5003.75,school
6170,13247,2456.0,school
6171,13249,,school
6172,13251,477.5,school
6173,13253,220.25,school
6174,13255,1944.5,school
6175,13257,718.75,school
6176,13259,140.5,school
6177,13261,930.25,school
6178,13263,,school
6179,13265,,school
6180,13267,479.0,school
6181,13269,273.0,school
6182,13271,317.0,school
6183,13273,326.0,school
6184,13275,1410.75,school
6185,13277,1279.0,school
6186,13279,955.75,school
6187,13281,,school
6188,13283,172.5,school
6189,13285,2417.0,school
6190,13287,,school
6191,13289,164.0,school
6192,13291,590.25,school
6193,13293,779.5,school
6194,13295,1419.5,school
6195,13297,2812.0,school
6196,13299,989.25,school
6197,13301,123.0,school
6198,13303,476.75,school
6199,13305,647.75,school
6200,13307,,school
6201,13309,,school
6202,13311,1495.75,school
6203,13313,2466.0,school
6204,13315,255.75,school
6205,13317,246.75,school
6206,13319,228.0,school
6207,13321,453.5,school
6208,15001,5921.25,school
6209,15003,30576.25,school
6210,15007,987.5,school
6211,15009,3976.5,school
6212,16001,10056.25,school
6213,16003,102.5,school
6214,16005,1791.25,school
6215,16007,245.0,school
6216,16009,226.75,school
6217,16011,1606.5,school
6218,16013,749.25,school
6219,16015,159.0,school
6220,16017,860.5,school
6221,16019,3115.0,school
6222,16021,212.5,school
6223,16023,87.75,school
6224,16025,,school
6225,16027,5093.25,school
6226,16029,306.5,school
6227,16031,660.5,school
6228,16033,49.0,school
6229,16035,190.75,school
6230,16037,126.0,school
6231,16039,517.5,school
6232,16041,547.0,school
6233,16043,312.5,school
6234,16045,344.25,school
6235,16047,541.0,school
6236,16049,336.25,school
6237,16051,736.0,school
6238,16053,632.0,school
6239,16055,3080.0,school
6240,16057,826.5,school
6241,16059,173.25,school
6242,16061,162.5,school
6243,16063,183.5,school
6244,16065,947.25,school
6245,16067,634.0,school
6246,16069,892.0,school
6247,16071,168.0,school
6248,16073,346.0,school
6249,16075,560.25,school
6250,16077,292.75,school
6251,16079,377.25,school
6252,16081,294.75,school
6253,16083,1930.5,school
6254,16085,262.5,school
6255,16087,276.75,school
6256,17001,1781.25,school
6257,17003,172.25,school
6258,17005,,school
6259,17007,1478.0,school
6260,17009,,school
6261,17011,1038.25,school
6262,17013,157.75,school
6263,17015,431.0,school
6264,17017,427.75,school
6265,17019,4954.25,school
6266,17021,1065.0,school
6267,17023,434.25,school
6268,17025,354.5,school
6269,17027,990.5,school
6270,17029,1279.0,school
6271,17031,134551.0,school
6272,17033,567.0,school
6273,17035,,school
6274,17037,3337.75,school
6275,17039,443.75,school
6276,17041,623.0,school
6277,17043,26699.0,school
6278,17045,457.75,school
6279,17047,,school
6280,17049,1030.0,school
6281,17051,491.0,school
6282,17053,550.5,school
6283,17055,962.5,school
6284,17057,903.75,school
6285,17059,,school
6286,17061,376.5,school
6287,17063,2219.0,school
6288,17065,200.25,school
6289,17067,584.25,school
6290,17069,,school
6291,17071,180.5,school
6292,17073,1631.25,school
6293,17075,820.25,school
6294,17077,1583.0,school
6295,17079,317.0,school
6296,17081,986.25,school
6297,17083,382.75,school
6298,17085,744.5,school
6299,17087,307.75,school
6300,17089,19006.25,school
6301,17091,3215.5,school
6302,17093,4518.25,school
6303,17095,1316.5,school
6304,17097,24205.25,school
6305,17099,3346.5,school
6306,17101,330.25,school
6307,17103,796.25,school
6308,17105,1176.25,school
6309,17107,629.75,school
6310,17109,733.25,school
6311,17111,9320.25,school
6312,17113,4880.25,school
6313,17115,3037.25,school
6314,17117,1106.75,school
6315,17119,6824.0,school
6316,17121,1343.75,school
6317,17123,250.5,school
6318,17125,460.25,school
6319,17127,389.75,school
6320,17129,351.0,school
6321,17131,,school
6322,17133,905.5,school
6323,17135,812.75,school
6324,17137,1019.0,school
6325,17139,201.75,school
6326,17141,1726.25,school
6327,17143,5928.25,school
6328,17145,420.0,school
6329,17147,414.25,school
6330,17149,452.0,school
6331,17151,,school
6332,17153,182.5,school
6333,17155,142.25,school
6334,17157,785.25,school
6335,17159,455.5,school
6336,17161,4006.5,school
6337,17163,7447.5,school
6338,17165,719.5,school
