,FIPSTATE,State,tonneCO2e_eff_avg,burden_avg,POP,Emp,tonneCO2e_eff_peremp_avg,tonneCO2e_eff_peremp_avg_log10,burden_peremp_avg,burden_peremp_avg_log10,ECF_std_dev
0,01,AL,54342536.65241774,12588525181.119818,4887871.0,1898389.25,28.625602811656115,1.4567546410254755,6631.161223189511,3.8215895870268297,0.8025668259941787
1,02,AK,37100008.41736055,8585634366.583914,721993.0,297897.5,124.53950911760103,2.0953071495824482,28820.766762339106,4.459705530822978,2.4049008627507176
2,04,AZ,23050155.46935825,5321786465.023437,7171646.0,2749372.0,8.383789268734187,0.9234403535404037,1935.6371073188484,3.286823939200867,-0.535690597905125
3,05,AR,24970830.116021153,5806048153.76143,3013825.0,1188473.5,21.01084299819992,1.3224434775426421,4885.298791905271,3.6888911309426833,0.46553683099618043
4,06,CA,101413449.70185234,23813829437.040894,39557045.0,17017947.25,5.959205785048625,0.7751883828686464,1399.336188272701,3.1459220655794695,-0.9077025709853219
5,08,CO,46854186.12274128,10839215634.499615,5695564.0,2607636.5,17.968066531796623,1.2545013470172628,4156.720322981986,3.618750804811309,0.2950481291091726
6,09,CT,6152288.501432919,1420680218.3315563,3572665.0,1650620.25,3.7272585874509407,0.5713895240141817,860.6947711513634,2.93484916457016,-1.419099588174418
7,10,DE,4212992.603953488,1036346047.9275908,967171.0,445219.5,9.462731537934634,0.9760165191308118,2327.7193562447083,3.3669306179961405,-0.40376005418517585
8,11,DC,1276758.8460786527,294761329.5153482,702455.0,570623.0,2.2374822712695646,0.34975960286155733,516.5605478842391,2.7131212340276725,-1.9752404872667175
9,12,FL,66338121.71212087,15326711169.254797,21299325.0,8532770.0,7.774511877399821,0.8906731313829301,1796.2175435708214,3.25435893380731,-0.6179141185229261
10,13,GA,50763539.72997552,11724646674.917828,10519475.0,4301604.25,11.80107159555078,1.0719214451793568,2725.645129934449,3.4354693114606274,-0.16310368647709772
11,15,HI,4279705.373722865,1002852127.1440921,1420403.0,625031.5,6.847183499908189,0.8355119668230201,1604.4825375106568,3.2053349947851957,-0.756331257751166
12,16,ID,7555940.1238113465,1744476695.32659,1754208.0,714720.25,10.571884767237735,1.024152420707731,2440.78252340911,3.387529084992365,-0.28297156388394507
13,17,IL,80952841.53390652,18962749372.018864,12741080.0,5881531.0,13.763906291390205,1.1387417071579393,3224.1178992372675,3.508410914662818,0.004569885670052854
14,18,IN,67326600.81353384,15646632544.001362,6691878.0,3017289.5,22.313603256675847,1.3485697069102147,5185.658367883281,3.714803901976273,0.5310959604440836
15,19,IA,41907672.443335675,9692296181.355957,3156145.0,1539026.25,27.229991979237308,1.4350475134158556,6297.680875395047,3.7991806497005847,0.7480966470456792
16,20,KS,27803432.496001787,6477031778.340111,2911505.0,1364321.25,20.37894850351542,1.309181771873452,4747.438902927086,3.676459384300605,0.4322589374879215
17,21,KY,41201951.61539566,9538479019.615198,4468402.0,1851973.25,22.247595431195162,1.3472830783553373,5150.44103343026,3.7118444193682056,0.5278673947450749
18,22,LA,117485614.45746553,27706701708.51117,4659978.0,1869545.25,62.841813781969456,1.798248711443251,14820.021985833811,4.170848847929356,1.659485505426655
19,23,ME,6116779.369911477,1412242725.3474743,1338404.0,600649.75,10.183604288375175,1.0079015152809097,2351.191730867239,3.3712880456551297,-0.32375032294379485
20,24,MD,11890971.958765194,2745826227.950906,6042718.0,2536691.0,4.687591811050377,0.6709497868994185,1082.4441084668592,3.0344054809966825,-1.16927080230064
21,25,MA,11512550.348484373,2666566500.8094287,6902149.0,3559001.5,3.234769737659389,0.5098433714890874,749.2456805116348,2.8746242478667727,-1.573538719962073
22,26,MI,52560981.05904375,12172384239.249336,9995915.0,4301316.0,12.219744157147197,1.0870621132467682,2829.920944950182,3.451774303491974,-0.12511087075945113
23,27,MN,35557286.09055623,8271685307.865057,5611179.0,2867520.0,12.400013283449193,1.0934221503981703,2884.612943541826,3.460087547903871,-0.10915148783296712
24,28,MS,21777777.163505867,5110451460.904648,2986530.0,1097277.5,19.847100814065602,1.297697075713187,4657.392009682735,3.668142793757736,0.40344013353241576
25,29,MO,39887530.17516682,9228307854.9947,6126452.0,2738701.5,14.56439490582191,1.163292446085455,3369.5924345879607,3.527577374428116,0.06617560185458535
26,30,MT,10511828.393213114,2458435892.1750727,1062305.0,451515.5,23.28121270081119,1.3670055986390777,5444.85381382272,3.7359862240913544,0.5773575543134306
27,31,NE,22089633.45316857,5099793719.357872,1929268.0,959328.25,23.026147153665672,1.3622212757894756,5316.00494341522,3.7255853761264044,0.5653521463915769
28,32,NV,11167200.291255044,2583321599.8801317,3034392.0,1345469.0,8.299856995036707,0.9190706096289077,1920.015697039569,3.2833047792815706,-0.5466556936607152
29,33,NH,2778784.7648930917,641622332.6413214,1356458.0,655325.5,4.240312279764929,0.6273978415891115,979.0895251921701,2.9908224042845926,-1.2785566690109076
30,34,NJ,17581521.307192802,4135204983.0582204,8908520.0,3970886.75,4.427605825623912,0.6461689501975745,1041.3807402233822,3.0176095413711166,-1.2314539079569036
31,35,NM,33634270.511718914,7779074441.829321,2095428.0,790704.75,42.537079120517376,1.6287676650356055,9838.153168839975,3.992913579746404,1.2342029396157725
32,36,NY,31300007.508950595,7236414391.884471,19542209.0,9424893.0,3.3209934063920508,0.5212680133369004,767.7980420450896,2.8852470002923294,-1.544870611630821
33,37,NC,44340261.145210475,10245741732.75566,10383620.0,4335706.75,10.226766638497974,1.0097383460268836,2363.1076370088126,3.373483503729001,-0.3191411226280899
