,FIPS,tonCO2e,tonCO2e_ref
4356,13151,2305.392449976889,200.22439467375696
4370,13153,815.4531816863139,70.82248390705371
4385,13157,238899.21096986445,20748.506357327053
4417,13165,271.8177272287713,23.607494635684567
4480,13187,543.6354544575426,47.214989271369134
4529,13207,543.6354544575426,47.214989271369134
4540,13211,271.8177272287713,23.607494635684567
4565,13215,271.8177272287713,23.607494635684567
4580,13217,271.8177272287713,23.607494635684567
4606,13223,271.8177272287713,23.607494635684567
4617,13225,271.8177272287713,23.607494635684567
4647,13233,271.8177272287713,23.607494635684567
4670,13241,274.7339535821857,23.860770235832348
4684,13245,271.8177272287713,23.607494635684567
4723,13255,937.8280887338276,81.45080087195544
4737,13257,271.8177272287713,23.607494635684567
4793,13277,271.8177272287713,23.607494635684567
4806,13279,271.8177272287713,23.607494635684567
4818,13283,1502.694983169598,130.5097504710924
4825,13285,543.6354544575426,47.214989271369134
4844,13291,271.8177272287713,23.607494635684567
4872,13297,271.8177272287713,23.607494635684567
4905,13305,271.8177272287713,23.607494635684567
4926,13313,271.8177272287713,23.607494635684567
4970,15003,813772.8686317906,70676.54794538797
4993,15009,411.6435323814646,35.75143012777372
5261,16069,362.1983143233582,31.457090196498456
5266,16071,2957.456709753149,256.85647556020297
5370,17011,1641.4216721467365,142.5582272177828
5396,17019,1113.2206359000363,96.68372426727346
5430,17027,1641.4216721467365,142.5582272177828
5454,17031,1219347.90087729,105900.92604507275
5468,17033,7335823.690317407,637119.6617052915
5487,17037,21559.08442518251,1872.4163986898905
5522,17043,2658.032621847205,230.85135580182498
5578,17055,556.6103179500183,48.341862133636745
5585,17057,1902.0290379400024,165.1920968064518
5601,17063,531.606524369441,46.170271160365
5659,17081,556.6103179500183,48.341862133636745
5689,17087,556.6103179500183,48.341862133636745
5699,17089,1594.819573108323,138.510813481095
5718,17091,6772.18862076001,588.1676966634341
5733,17093,556.6103179500183,48.341862133636745
5762,17097,1594.819573108323,138.510813481095
5776,17099,556.6103179500183,48.341862133636745
5788,17101,1113.2206359000363,96.68372426727346
5830,17111,531.606524369441,46.170271160365
5847,17113,556.6103179500183,48.341862133636745
5862,17115,556.6103179500183,48.341862133636745
5886,17119,2780417.402806936,241480.53032054438
5957,17141,531.606524369441,46.170271160365
5970,17143,1113.2206359000363,96.68372426727346
6024,17161,531.3338356084246,46.146588016044205
6040,17163,54525.7738775133,4735.588541054124
6180,17197,3592581.305839737,312017.33886359684
6233,18001,531.606524369441,46.170271160365
6249,18003,1063.2130487388822,92.34054232073001
6265,18005,531.606524369441,46.170271160365
6290,18011,531.606524369441,46.170271160365
6326,18019,531.606524369441,46.170271160365
6381,18031,531.606524369441,46.170271160365
6395,18033,531.606524369441,46.170271160365
6411,18035,531.606524369441,46.170271160365
6472,18045,531.606524369441,46.170271160365
6481,18047,6772.18862076001,588.1676966634341
6488,18049,531.606524369441,46.170271160365
6531,18057,531.606524369441,46.170271160365
6558,18061,531.606524369441,46.170271160365
6568,18063,531.606524369441,46.170271160365
6609,18069,461543.8189778272,40085.29297091084
6673,18081,531.606524369441,46.170271160365
6699,18085,531.606524369441,46.170271160365
6731,18089,4719868.135142559,409922.7184978188
6748,18091,7483.325021610991,649.9302201731685
6789,18097,58018.58521092678,5038.940811922091
6824,18103,531.606524369441,46.170271160365
6847,18107,531.606524369441,46.170271160365
6859,18109,531.606524369441,46.170271160365
6869,18111,531.606524369441,46.170271160365
6933,18127,531.606524369441,46.170271160365
6948,18129,372013.0160298019,32309.501554094375
6976,18135,531.606524369441,46.170271160365
7008,18141,7835.401669498892,680.5082389841641
7062,18151,531.606524369441,46.170271160365
7084,18157,531.606524369441,46.170271160365
7111,18163,21027.477900813068,1826.2461275295252
7131,18167,2376.8273656931246,206.42854996106934
7179,18177,1063.2130487388822,92.34054232073001
7325,19027,461293.8542802287,40063.58342195012
7552,19083,461293.8542802287,40063.58342195012
7643,19103,531.3338356084246,46.146588016044205
7690,19113,531.3338356084246,46.146588016044205
7844,19153,531.3338356084246,46.146588016044205
7934,19171,531.3338356084246,46.146588016044205
8019,19193,21014.44146443114,1825.1139070334875
8103,20015,1238762.3284122965,107587.07800638986
8118,20021,1810.8179607683064,157.27037280044698
8215,20057,543.1110785286072,47.16944698074803
8258,20079,1086.2221570572144,94.33889396149605
8287,20091,543.1110785286072,47.16944698074803
8317,20103,543.1110785286072,47.16944698074803
8343,20113,882682.9579496157,76661.42089867381
8378,20125,1052518.7936167205,91411.7413444177
8411,20135,2038.45812571765,177.0410258321568
8426,20147,7386.579635315312,641.5278388741731
8452,20155,543.1110785286072,47.16944698074803
8482,20163,2038.45812571765,177.0410258321568
8500,20169,543.1110785286072,47.16944698074803
8519,20173,2353.9290392969137,204.439819781195
8608,20209,2897.0401178255206,251.609266761943
8629,21003,274.7339535821857,23.860770235832348
8654,21009,549.4679071643714,47.721540471664696
8681,21015,274.7339535821857,23.860770235832348
8704,21019,920756.9789442664,79968.16713466772
8714,21021,274.7339535821857,23.860770235832348
8753,21033,274.7339535821857,23.860770235832348
8768,21037,274.7339535821857,23.860770235832348
8788,21043,274.7339535821857,23.860770235832348
8805,21047,15351.43560022182,1333.2792429585643
8834,21055,274.7339535821857,23.860770235832348
8863,21067,549.4679071643714,47.721540471664696
8876,21069,274.7339535821857,23.860770235832348
8882,21071,274.7339535821857,23.860770235832348
8890,21073,274.7339535821857,23.860770235832348
8927,21085,274.7339535821857,23.860770235832348
8952,21093,824.2018607465569,71.58231070749704
8964,21095,274.7339535821857,23.860770235832348
8977,21099,274.7339535821857,23.860770235832348
8990,21101,274.7339535821857,23.860770235832348
9027,21111,246076.0896796837,21371.8215743674
9085,21125,274.7339535821857,23.860770235832348
9091,21127,274.7339535821857,23.860770235832348
9096,21133,552.986672969533,48.02714690034206
9117,21141,274.7339535821857,23.860770235832348
9150,21151,549.4679071643714,47.721540471664696
9175,21161,274.7339535821857,23.860770235832348
9199,21171,274.7339535821857,23.860770235832348
9208,21173,274.7339535821857,23.860770235832348
9241,21183,274.7339535821857,23.860770235832348
9271,21193,276.4933364847665,24.01357345017103
9277,21195,276.4933364847665,24.01357345017103
9293,21199,254221.292122008,22079.236152968082
9326,21209,274.7339535821857,23.860770235832348
9337,21211,274.7339535821857,23.860770235832348
9394,21227,274.7339535821857,23.860770235832348
9481,22011,264.25298481223894,22.95049327731356
9496,22015,321681.0453934569,27938.146753526464
9511,22017,2205611.512748913,191558.374380053
9529,22019,7216863.015171851,626787.8723514924
9540,22025,264.25298481223894,22.95049327731356
9561,22033,5389542.547022957,468084.24919451255
9574,22037,223283.93426693245,19392.31239324119
9650,22055,1553.5735110865264,134.92857402287464
9695,22065,264.25298481223894,22.95049327731356
9733,22073,528.5059696244779,45.90098655462712
9745,22075,1978824.6272540512,171861.82906144115
9761,22079,276.59453225153965,24.022362349061503
9782,22087,2358278.934033027,204817.61013981336
9789,22089,5370351.838517849,466417.52733384445
9802,22093,1695345.3172652782,147241.52059916378
9809,22095,3333468.417886091,289513.265362702
9820,22097,807669.9572324214,70146.5072832445
9867,22105,8820.743096265556,766.0855951186084
9902,22115,264.25298481223894,22.95049327731356
9910,22117,8820.743096265556,766.0855951186084
9915,22119,340442.7027937467,29567.60532839388
9923,22121,797444.4640719711,69258.41849891961
9950,23001,681.4613775095145,59.18523408314057
10024,23011,681.4613775095145,59.18523408314057
10040,23013,340.73068875475724,29.592617041570286
10083,23019,340.73068875475724,29.592617041570286
10094,23021,340.73068875475724,29.592617041570286
10115,23025,340.73068875475724,29.592617041570286
10141,23029,340.73068875475724,29.592617041570286
10153,23031,1384.5371043752791,120.24768434965404
10170,24001,552.986672969533,48.02714690034206
10202,24005,1920.3466985164237,166.78299405294447
10243,24013,261.8594537328874,22.742614002138186
10268,24017,523.7189074657748,45.48522800427637
10292,24021,8278.542577698221,718.99523068932
10308,24023,276.4933364847665,24.01357345017103
10321,24025,261.8594537328874,22.742614002138186
10349,24029,261.8594537328874,22.742614002138186
10363,24031,9246.684411645849,803.0787942762694
10381,24033,523.7189074657748,45.48522800427637
10427,24041,261.8594537328874,22.742614002138186
10440,24043,2148.830580306776,186.62692428037371
10466,24047,523.7189074657748,45.48522800427637
10482,24510,7648.712258972413,664.294177809877
10498,25001,151552.94048399132,13162.442589650744
10514,25003,340.73068875475724,29.592617041570286
10531,25005,147697.90619259543,12827.631088273156
10556,25009,1362.922755019029,118.37046816628114
10575,25011,681.4613775095145,59.18523408314057
10593,25013,1022.1920662642716,88.77785112471085
10611,25015,1420.9972520551828,123.41426494594153
10629,25017,3465.3813845837267,300.96996719536327
10658,25021,7084.104300402666,615.2577169098049
10677,25023,681.4613775095145,59.18523408314057
10696,25025,151611.01498102746,13167.486386430402
10716,25027,11363.75949244576,986.9477388181441
10743,26005,2322.4656389178404,201.70720898629926
10807,26017,1745.5729915196137,151.6038172109818
10923,26037,533.4548230798007,46.33079675350717
11024,26055,2279.0278145994143,197.93461396448896
11035,26057,533.4548230798007,46.33079675350717
11099,26067,1745.5729915196137,151.6038172109818
11139,26075,2279.0278145994143,197.93461396448896
11156,26077,21115.83954968553,1833.9203773771126
11179,26081,533.4548230798007,46.33079675350717
11235,26093,533.4548230798007,46.33079675350717
11260,26099,533.4548230798007,46.33079675350717
11277,26101,533.4548230798007,46.33079675350717
11299,26105,533.4548230798007,46.33079675350717
11353,26115,533.4548230798007,46.33079675350717
11382,26121,2322.4656389178404,201.70720898629926
11411,26125,3345.937460759016,290.59620747150336
11548,26151,533.4548230798007,46.33079675350717
11603,26161,533.4548230798007,46.33079675350717
11623,26163,2035293.327895341,176766.16168560204
11722,27015,531.3338356084246,46.146588016044205
11834,27037,2637337.223288602,229053.95091791032
11924,27053,18585.219014869774,1614.134819938706
12224,27123,531.3338356084246,46.146588016044205
12290,27137,531.3338356084246,46.146588016044205
12311,27139,9203.98695372113,799.370500416293
12409,27159,531.3338356084246,46.146588016044205
12431,27163,778402.8655004986,67604.64690457263
12471,27171,531.3338356084246,46.146588016044205
12493,28001,271.8177272287713,23.607494635684567
12586,28033,274.7339535821857,23.860770235832348
12620,28043,691.210959049656,60.031989724340335
12641,28047,271.8177272287713,23.607494635684567
12657,28049,1950.6276498458944,169.41290860400045
12685,28059,2275740.7960231174,197649.13488923345
12697,28061,31753.82220600919,2757.834064148179
12709,28067,1460115.1651605684,126811.67369190362
12721,28071,274.7339535821857,23.860770235832348
12728,28073,16856.306172491473,1463.9779443436853
12737,28075,7833.63876052984,680.3551295293305
12752,28079,274.7339535821857,23.860770235832348
12776,28085,264.25298481223894,22.95049327731356
12824,28093,274.7339535821857,23.860770235832348
12834,28095,274.7339535821857,23.860770235832348
12842,28097,264.25298481223894,22.95049327731356
12878,28107,274.7339535821857,23.860770235832348
12901,28113,264.25298481223894,22.95049327731356
12946,28123,274.7339535821857,23.860770235832348
13003,28145,244542.33349488935,21238.614144248226
13021,28149,502866.1856906657,43674.15952664544
13136,29019,1641.4216721467365,142.5582272177828
13152,29021,2038.45812571765,177.0410258321568
13165,29023,556.6103179500183,48.341862133636745
13182,29027,556.6103179500183,48.341862133636745
13208,29031,556.6103179500183,48.341862133636745
13273,29047,473175.8824474535,41095.543033556794
13291,29051,1113.2206359000363,96.68372426727346
13298,29053,1902.0290379400024,165.1920968064518
13306,29055,556.6103179500183,48.341862133636745
13350,29071,1113.2206359000363,96.68372426727346
13381,29077,1902.0290379400024,165.1920968064518
13446,29095,71321.11755192693,6194.2718643993085
13465,29097,11551.326635380534,1003.2380314558153
13482,29099,2783.051589750092,241.70931066818375
13498,29101,543.1110785286072,47.16944698074803
13550,29113,556.6103179500183,48.341862133636745
13602,29127,556.6103179500183,48.341862133636745
13637,29139,7489.40269978186,650.4580693178104
13651,29143,556.6103179500183,48.341862133636745
13732,29163,484463.96309335664,42075.9180297433
13778,29175,1641.4216721467365,142.5582272177828
13804,29183,556.6103179500183,48.341862133636745
13835,29187,556.6103179500183,48.341862133636745
13852,29189,4685.080627690094,406.9014074746355
13904,29207,556.6103179500183,48.341862133636745
13947,29217,2038.45812571765,177.0410258321568
13974,29223,1902.0290379400024,165.1920968064518
14005,29510,556.6103179500183,48.341862133636745
14042,30013,203748.3804687757,17695.64056025598
14227,30093,362.1983143233582,31.457090196498456
14260,30111,1533279.062943495,133165.99186697442
14400,31055,1062.6676712168492,92.29317603208841
14540,31119,531.3338356084246,46.146588016044205
14713,32003,3808.396773453518,330.76101149279987
14742,32007,128516.90390063277,11161.752216681178
14765,32019,567.3673553067814,49.27611577590163
14780,32023,146611.12510360588,12733.24365081625
14797,32031,4973.617322353363,431.96095212209843
14816,32510,567.3673553067814,49.27611577590163
14830,33001,340.73068875475724,29.592617041570286
14845,33003,340.73068875475724,29.592617041570286
14861,33005,340.73068875475724,29.592617041570286
14875,33007,340.73068875475724,29.592617041570286
14890,33009,681.4613775095145,59.18523408314057
14925,33013,1022.1920662642716,88.77785112471085
14942,33015,1022.1920662642716,88.77785112471085
14962,33017,681.4613775095145,59.18523408314057
14975,33019,340.73068875475724,29.592617041570286
14991,34001,352.8823693920034,30.647996094228247
15045,34007,1058.64710817601,91.94398828268473
15063,34009,7959.736278239824,691.3067569425277
15075,34011,352.8823693920034,30.647996094228247
15093,34013,352.8823693920034,30.647996094228247
15112,34015,2236651.214195683,194254.18672779272
15130,34017,2329.8833998907357,202.3514449386845
15148,34019,352.8823693920034,30.647996094228247
15185,34023,158344.70523532215,13752.310482258534
15205,34025,8665.501017023831,752.6027491309844
15222,34027,159382.50404324086,13842.443786074442
15241,34029,705.7647387840068,61.295992188456495
15259,34031,1058.64710817601,91.94398828268473
15286,34035,705.7647387840068,61.295992188456495
15303,34037,352.8823693920034,30.647996094228247
15319,34039,1452967.1401732028,126190.86443393
15335,34041,158323.85693506486,13750.49979779176
15352,35001,2405.2219909621263,208.894636226135
15370,35005,400.87033182702106,34.81577270435583
15403,35013,400.87033182702106,34.81577270435583
15418,35015,388445.1119038724,33736.636638899516
15434,35025,165392.50986157137,14364.415555771635
15459,35031,211734.339145472,18389.224744565767
15466,35035,400.87033182702106,34.81577270435583
15473,35037,421.0892891470001,36.57179844755105
15488,35043,400.87033182702106,34.81577270435583
15520,35049,1202.6109954810631,104.4473181130675
15531,35051,400.87033182702106,34.81577270435583
15577,36001,972.9887111164072,84.50451709843789
15605,36005,690.4480450152003,59.96573028953627
15621,36007,972.9887111164072,84.50451709843789
15635,36009,648.6591407442714,56.33634473229192
15664,36013,1297.3182814885429,112.67268946458384
15678,36015,648.6591407442714,56.33634473229192
15704,36019,645.9138123378094,56.097911697443536
15720,36021,324.3295703721357,28.16817236614596
15732,36023,324.3295703721357,28.16817236614596
15744,36025,324.3295703721357,28.16817236614596
15757,36027,972.9887111164072,84.50451709843789
15776,36029,62743.495801205565,5449.301469967829
15793,36031,324.3295703721357,28.16817236614596
15804,36033,648.6591407442714,56.33634473229192
15817,36035,324.3295703721357,28.16817236614596
15844,36039,648.6591407442714,56.33634473229192
15859,36043,324.3295703721357,28.16817236614596
15873,36045,142089.90775082246,12340.573844138164
15924,36053,324.3295703721357,28.16817236614596
15941,36055,1945.9774222328144,169.00903419687577
15960,36057,648.6591407442714,56.33634473229192
15977,36059,172790.12285960265,15006.90164727262
16014,36063,1294.5729530820809,112.43425642973546
16032,36065,648.6591407442714,56.33634473229192
16051,36067,142738.56689156673,12396.910188870455
16069,36069,7800.0650131652355,677.4392341280617
16087,36071,972.9887111164072,84.50451709843789
16112,36075,648.6591407442714,56.33634473229192
16126,36077,324.3295703721357,28.16817236614596
16156,36081,1380.8960900304005,119.93146057907254
16175,36083,324.3295703721357,28.16817236614596
16192,36085,690.4480450152003,59.96573028953627
16207,36087,648.6591407442714,56.33634473229192
16224,36089,324.3295703721357,28.16817236614596
16240,36091,7475.7354427930995,649.2710617619157
16272,36095,324.3295703721357,28.16817236614596
16283,36097,324.3295703721357,28.16817236614596
16292,36099,324.3295703721357,28.16817236614596
16322,36103,2273.068795582506,197.4170704219473
16339,36105,970.2433827099452,84.2660840635895
16348,36107,324.3295703721357,28.16817236614596
16360,36109,324.3295703721357,28.16817236614596
16378,36111,324.3295703721357,28.16817236614596
16395,36113,324.3295703721357,28.16817236614596
16412,36115,648.6591407442714,56.33634473229192
16426,36117,972.9887111164072,84.50451709843789
16443,36119,2071.3441350456005,179.8971908686088
16480,37001,263.29539295537995,22.86732598408935
16565,37019,263.29539295537995,22.86732598408935
16581,37021,263.29539295537995,22.86732598408935
16615,37025,263.29539295537995,22.86732598408935
16638,37029,263.29539295537995,22.86732598408935
16662,37035,263.29539295537995,22.86732598408935
16678,37037,526.5907859107599,45.7346519681787
16718,37045,263.29539295537995,22.86732598408935
16745,37049,263.29539295537995,22.86732598408935
16759,37051,31862.075124152245,2767.235879881149
16821,37063,526.5907859107599,45.7346519681787
16847,37067,526.5907859107599,45.7346519681787
16862,37069,263.29539295537995,22.86732598408935
16879,37071,221341.66438354895,19223.625360498703
16899,37077,263.29539295537995,22.86732598408935
16920,37081,789.8861788661399,68.60197795226806
16952,37085,263.29539295537995,22.86732598408935
16980,37089,263.29539295537995,22.86732598408935
17039,37101,526.5907859107599,45.7346519681787
17057,37105,263.29539295537995,22.86732598408935
17083,37109,263.29539295537995,22.86732598408935
17097,37111,263.29539295537995,22.86732598408935
17109,37113,274.7339535821857,23.860770235832348
17142,37119,9571.510908642924,831.2901249483587
17207,37129,223016.88198997133,19369.118780153178
17284,37147,263.29539295537995,22.86732598408935
17298,37149,263.29539295537995,22.86732598408935
17353,37157,263.29539295537995,22.86732598408935
17369,37159,263.29539295537995,22.86732598408935
17388,37161,263.29539295537995,22.86732598408935
17426,37167,855.6599224375451,74.314457834877
17463,37173,274.7339535821857,23.860770235832348
17482,37179,263.29539295537995,22.86732598408935
17497,37181,263.29539295537995,22.86732598408935
17515,37183,526.5907859107599,45.7346519681787
17578,37195,526.5907859107599,45.7346519681787
17604,37199,263.29539295537995,22.86732598408935
17618,38007,28.31916922127944,2.459532872614035
17631,38015,67243.35749872409,5840.116528163366
17704,38059,509656.7773242096,44263.92553343384
17759,38089,64344.32728999879,5588.334421091412
17812,39001,531.606524369441,46.170271160365
17822,39003,1005635.3820418088,87339.8954845419
17851,39007,531.606524369441,46.170271160365
17872,39011,531.606524369441,46.170271160365
17887,39013,531.606524369441,46.170271160365
17909,39017,-9566.214668655655,-830.8301440693946
17944,39023,531.606524369441,46.170271160365
17972,39027,531.606524369441,46.170271160365
18002,39031,7303.79514512945,634.337967823799
18014,39033,531.606524369441,46.170271160365
18032,39035,12503.04860528911,1085.895522298457
18048,39037,531.606524369441,46.170271160365
18075,39041,531.606524369441,46.170271160365
18089,39043,13723.907118001562,1191.9276456762377
18129,39049,26620.07297173061,2311.965581820758
18158,39053,531.606524369441,46.170271160365
18169,39055,531.606524369441,46.170271160365
18198,39059,531.606524369441,46.170271160365
18216,39061,25950.2015337496,2253.786939316601
18233,39063,1063.2130487388822,92.34054232073001
18263,39069,21027.477900813068,1826.2461275295252
18273,39071,531.606524369441,46.170271160365
18283,39073,531.606524369441,46.170271160365
18296,39075,531.606524369441,46.170271160365
18322,39079,531.606524369441,46.170271160365
18343,39083,21027.477900813068,1826.2461275295252
18359,39085,2264.691011089328,196.68945598525102
18383,39089,1063.2130487388822,92.34054232073001
18395,39091,1063.2130487388822,92.34054232073001
18412,39093,1545.3990445343302,134.21861784287123
18431,39095,2906812.4211276253,252457.99579862042
18458,39099,3327.904059828209,289.0299983059809
18470,39101,1063.2130487388822,92.34054232073001
18486,39103,477180.3404590301,41443.33205376133
18504,39107,531.606524369441,46.170271160365
18542,39113,2126.426097477764,184.68108464146
18561,39117,531.606524369441,46.170271160365
18573,39119,1063.2130487388822,92.34054232073001
18621,39129,531.606524369441,46.170271160365
18641,39133,1063.2130487388822,92.34054232073001
18680,39139,1063.2130487388822,92.34054232073001
18693,39141,1063.2130487388822,92.34054232073001
18720,39145,15178.234231047942,1318.2366243797392
18747,39149,531.606524369441,46.170271160365
18765,39151,1073394.195577668,93224.77960662074
18783,39153,1063.2130487388822,92.34054232073001
18800,39155,246347.88530466496,21395.427149412724
18818,39157,1594.819573108323,138.510813481095
18834,39159,531.606524369441,46.170271160365
18848,39161,531.606524369441,46.170271160365
18867,39165,9036.879631849337,784.8571526486851
18880,39167,1594.819573108323,138.510813481095
18896,39169,531.606524369441,46.170271160365
18946,40001,276.59453225153965,24.022362349061503
19003,40019,655172.4744731991,56902.030762536255
19015,40021,276.59453225153965,24.022362349061503
19050,40031,276.59453225153965,24.022362349061503
19068,40037,276.59453225153965,24.022362349061503
19105,40047,199599.3426126904,17335.294714054606
19116,40049,918229.3621939066,79748.64245729093
19125,40051,248316.11863024475,21566.36911905216
19143,40065,276.59453225153965,24.022362349061503
19154,40071,1791365.0187365925,155580.8758373756
19188,40081,276.59453225153965,24.022362349061503
19239,40097,1414.5783343470157,122.85677899052803
19287,40109,259279.5055636524,22518.544316961623
19320,40115,553.1890645030793,48.044724698123005
19337,40119,276.59453225153965,24.022362349061503
19383,40131,10308.78853465181,895.3230258870313
19405,40135,276.59453225153965,24.022362349061503
19436,40143,1732957.6045550867,150508.16505051212
19473,40153,496632.2372604895,43132.73823810432
19513,41005,1086.5949429700745,94.37127058949537
19530,41007,362.1983143233582,31.457090196498456
19582,41017,362.1983143233582,31.457090196498456
19599,41019,929.5656696301396,80.73320597240009
