,FIPS,MSA,unemp_qual_status_21,ffe_qual_status_21,ec_ffe_status_21,unemp_qual_status_22,ffe_qual_status_22,ec_ffe_status_22
2467,46039,4600002,0.0,0.0,0.0,0.0,0.0,0.0
2468,46041,4600003,0.0,1.0,0.0,0.0,1.0,0.0
2469,46043,4600003,0.0,1.0,0.0,0.0,1.0,0.0
2470,46045,4600002,0.0,0.0,0.0,0.0,0.0,0.0
2471,46047,4600003,0.0,1.0,0.0,0.0,1.0,0.0
2472,46049,4600002,0.0,0.0,0.0,0.0,0.0,0.0
2473,46051,4600002,0.0,0.0,0.0,0.0,0.0,0.0
2474,46053,4600003,0.0,1.0,0.0,0.0,1.0,0.0
2475,46055,4600003,0.0,1.0,0.0,0.0,1.0,0.0
2476,46057,4600002,0.0,0.0,0.0,0.0,0.0,0.0
2478,46059,4600003,0.0,1.0,0.0,0.0,1.0,0.0
2479,46061,4600002,0.0,0.0,0.0,0.0,0.0,0.0
2480,46063,4600003,0.0,1.0,0.0,0.0,1.0,0.0
2481,46065,4600003,0.0,1.0,0.0,0.0,1.0,0.0
2482,46067,4600002,0.0,0.0,0.0,0.0,0.0,0.0
2483,46069,4600003,0.0,1.0,0.0,0.0,1.0,0.0
2484,46071,4600003,0.0,1.0,0.0,0.0,1.0,0.0
2485,46073,4600002,0.0,0.0,0.0,0.0,0.0,0.0
2486,46075,4600003,0.0,1.0,0.0,0.0,1.0,0.0
2487,46077,4600002,0.0,0.0,0.0,0.0,0.0,0.0
2488,46079,4600002,0.0,0.0,0.0,0.0,0.0,0.0
2489,46081,4600003,0.0,1.0,0.0,0.0,1.0,0.0
2490,46083,43620,0.0,0.0,0.0,0.0,0.0,0.0
2491,46085,4600003,0.0,1.0,0.0,0.0,1.0,0.0
2492,46087,43620,0.0,0.0,0.0,0.0,0.0,0.0
2493,46089,4600002,0.0,0.0,0.0,0.0,0.0,0.0
2494,46091,4600002,0.0,0.0,0.0,0.0,0.0,0.0
2495,46093,39660,0.0,0.0,0.0,0.0,0.0,0.0
2496,46095,4600003,0.0,1.0,0.0,0.0,1.0,0.0
2497,46097,4600002,0.0,0.0,0.0,0.0,0.0,0.0
2498,46099,43620,0.0,0.0,0.0,0.0,0.0,0.0
2499,46101,4600002,0.0,0.0,0.0,0.0,0.0,0.0
2500,46102,4600003,0.0,1.0,0.0,0.0,1.0,0.0
2501,46103,39660,0.0,0.0,0.0,0.0,0.0,0.0
2502,46105,4600003,0.0,1.0,0.0,0.0,1.0,0.0
2504,46107,4600003,0.0,1.0,0.0,0.0,1.0,0.0
2505,46109,4600002,0.0,0.0,0.0,0.0,0.0,0.0
2506,46111,4600002,0.0,0.0,0.0,0.0,0.0,0.0
2507,46115,4600002,0.0,0.0,0.0,0.0,0.0,0.0
2508,46117,4600003,0.0,1.0,0.0,0.0,1.0,0.0
2509,46119,4600003,0.0,1.0,0.0,0.0,1.0,0.0
2510,46121,4600003,0.0,1.0,0.0,0.0,1.0,0.0
2511,46123,4600003,0.0,1.0,0.0,0.0,1.0,0.0
2512,46125,43620,0.0,0.0,0.0,0.0,0.0,0.0
2513,46127,43580,0.0,0.0,0.0,0.0,0.0,0.0
2514,46129,4600003,0.0,1.0,0.0,0.0,1.0,0.0
2515,46135,4600002,0.0,0.0,0.0,0.0,0.0,0.0
2516,46137,4600003,0.0,1.0,0.0,0.0,1.0,0.0
2517,47001,28940,0.0,0.0,0.0,0.0,0.0,0.0
2518,47003,4700002,0.0,0.0,0.0,0.0,0.0,0.0
2519,47005,4700001,0.0,0.0,0.0,1.0,0.0,0.0
2520,47007,4700004,0.0,0.0,0.0,1.0,0.0,0.0
2521,47009,28940,0.0,0.0,0.0,0.0,0.0,0.0
2522,47011,17420,0.0,0.0,0.0,0.0,0.0,0.0
2523,47013,28940,0.0,0.0,0.0,0.0,0.0,0.0
2524,47015,34980,0.0,0.0,0.0,0.0,0.0,0.0
2525,47017,4700001,0.0,0.0,0.0,1.0,0.0,0.0
2526,47019,27740,0.0,0.0,0.0,0.0,0.0,0.0
2527,47021,34980,0.0,0.0,0.0,0.0,0.0,0.0
2528,47023,27180,0.0,0.0,0.0,0.0,0.0,0.0
2529,47025,4700003,0.0,1.0,0.0,1.0,1.0,1.0
2530,47027,4700003,0.0,1.0,0.0,1.0,1.0,1.0
2531,47029,4700004,0.0,0.0,0.0,1.0,0.0,0.0
2533,47031,4700002,0.0,0.0,0.0,0.0,0.0,0.0
2534,47033,27180,0.0,0.0,0.0,0.0,0.0,0.0
2535,47035,4700003,0.0,1.0,0.0,1.0,1.0,1.0
2536,47037,34980,0.0,0.0,0.0,0.0,0.0,0.0
2537,47039,4700001,0.0,0.0,0.0,1.0,0.0,0.0
2538,47041,4700003,0.0,1.0,0.0,1.0,1.0,1.0
2539,47043,34980,0.0,0.0,0.0,0.0,0.0,0.0
2540,47045,4700001,0.0,0.0,0.0,1.0,0.0,0.0
2541,47047,32820,1.0,0.0,0.0,1.0,0.0,0.0
2542,47049,4700003,0.0,1.0,0.0,1.0,1.0,1.0
2543,47051,4700002,0.0,0.0,0.0,0.0,0.0,0.0
2544,47053,4700001,0.0,0.0,0.0,1.0,0.0,0.0
2545,47055,4700002,0.0,0.0,0.0,0.0,0.0,0.0
2546,47057,28940,0.0,0.0,0.0,0.0,0.0,0.0
2547,47059,4700004,0.0,0.0,0.0,1.0,0.0,0.0
2548,47061,4700002,0.0,0.0,0.0,0.0,0.0,0.0
2549,47063,34100,0.0,0.0,0.0,0.0,0.0,0.0
2550,47065,16860,0.0,0.0,0.0,0.0,0.0,0.0
2551,47067,4700003,0.0,1.0,0.0,1.0,1.0,1.0
2552,47069,4700001,0.0,0.0,0.0,1.0,0.0,0.0
2553,47071,4700001,0.0,0.0,0.0,1.0,0.0,0.0
2554,47073,28700,0.0,1.0,0.0,0.0,1.0,0.0
2555,47075,4700001,0.0,0.0,0.0,1.0,0.0,0.0
2556,47077,4700001,0.0,0.0,0.0,1.0,0.0,0.0
2557,47079,4700001,0.0,0.0,0.0,1.0,0.0,0.0
2558,47081,34980,0.0,0.0,0.0,0.0,0.0,0.0
2559,47083,4700001,0.0,0.0,0.0,1.0,0.0,0.0
2561,47085,4700001,0.0,0.0,0.0,1.0,0.0,0.0
2562,47087,4700003,0.0,1.0,0.0,1.0,1.0,1.0
2563,47089,34100,0.0,0.0,0.0,0.0,0.0,0.0
2564,47091,4700004,0.0,0.0,0.0,1.0,0.0,0.0
2565,47093,28940,0.0,0.0,0.0,0.0,0.0,0.0
2566,47095,4700001,0.0,0.0,0.0,1.0,0.0,0.0
2567,47097,4700001,0.0,0.0,0.0,1.0,0.0,0.0
2568,47099,4700002,0.0,0.0,0.0,0.0,0.0,0.0
2569,47101,4700002,0.0,0.0,0.0,0.0,0.0,0.0
2570,47103,4700002,0.0,0.0,0.0,0.0,0.0,0.0
2571,47105,28940,0.0,0.0,0.0,0.0,0.0,0.0
2572,47107,4700004,0.0,0.0,0.0,1.0,0.0,0.0
2573,47109,4700001,0.0,0.0,0.0,1.0,0.0,0.0
2574,47111,34980,0.0,0.0,0.0,0.0,0.0,0.0
2575,47113,27180,0.0,0.0,0.0,0.0,0.0,0.0
2576,47115,16860,0.0,0.0,0.0,0.0,0.0,0.0
2577,47117,4700002,0.0,0.0,0.0,0.0,0.0,0.0
2578,47119,34980,0.0,0.0,0.0,0.0,0.0,0.0
2579,47121,4700004,0.0,0.0,0.0,1.0,0.0,0.0
2580,47123,4700004,0.0,0.0,0.0,1.0,0.0,0.0
2581,47125,17300,0.0,0.0,0.0,1.0,0.0,0.0
2582,47127,4700002,0.0,0.0,0.0,0.0,0.0,0.0
2583,47129,28940,0.0,0.0,0.0,0.0,0.0,0.0
2584,47131,4700001,0.0,0.0,0.0,1.0,0.0,0.0
2585,47133,4700003,0.0,1.0,0.0,1.0,1.0,1.0
2586,47135,4700002,0.0,0.0,0.0,0.0,0.0,0.0
2587,47137,4700003,0.0,1.0,0.0,1.0,1.0,1.0
2588,47139,17420,0.0,0.0,0.0,0.0,0.0,0.0
2590,47141,4700003,0.0,1.0,0.0,1.0,1.0,1.0
2591,47143,4700004,0.0,0.0,0.0,1.0,0.0,0.0
2592,47145,28940,0.0,0.0,0.0,0.0,0.0,0.0
2593,47147,34980,0.0,0.0,0.0,0.0,0.0,0.0
2594,47149,34980,0.0,0.0,0.0,0.0,0.0,0.0
2595,47151,4700003,0.0,1.0,0.0,1.0,1.0,1.0
2596,47153,16860,0.0,0.0,0.0,0.0,0.0,0.0
2597,47155,4700004,0.0,0.0,0.0,1.0,0.0,0.0
2598,47157,32820,1.0,0.0,0.0,1.0,0.0,0.0
2599,47159,34980,0.0,0.0,0.0,0.0,0.0,0.0
2600,47161,4700001,0.0,0.0,0.0,1.0,0.0,0.0
2601,47163,28700,0.0,1.0,0.0,0.0,1.0,0.0
2602,47165,34980,0.0,0.0,0.0,0.0,0.0,0.0
2603,47167,32820,1.0,0.0,0.0,1.0,0.0,0.0
2604,47169,34980,0.0,0.0,0.0,0.0,0.0,0.0
2605,47171,27740,0.0,0.0,0.0,0.0,0.0,0.0
2606,47173,28940,0.0,0.0,0.0,0.0,0.0,0.0
2607,47175,4700004,0.0,0.0,0.0,1.0,0.0,0.0
2608,47177,4700003,0.0,1.0,0.0,1.0,1.0,1.0
2609,47179,27740,0.0,0.0,0.0,0.0,0.0,0.0
2610,47181,4700002,0.0,0.0,0.0,0.0,0.0,0.0
2611,47183,4700001,0.0,0.0,0.0,1.0,0.0,0.0
2612,47185,4700003,0.0,1.0,0.0,1.0,1.0,1.0
2613,47187,34980,0.0,0.0,0.0,0.0,0.0,0.0
2614,47189,34980,0.0,0.0,0.0,0.0,0.0,0.0
2615,48001,4800002,0.0,1.0,0.0,1.0,1.0,1.0
2617,48003,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2618,48005,4800003,1.0,1.0,1.0,1.0,1.0,1.0
2619,48007,18580,1.0,1.0,1.0,1.0,1.0,1.0
2620,48009,48660,0.0,1.0,0.0,1.0,1.0,1.0
2621,48011,11100,0.0,1.0,0.0,0.0,1.0,0.0
2622,48013,41700,0.0,1.0,0.0,0.0,1.0,0.0
2623,48015,26420,1.0,1.0,1.0,1.0,1.0,1.0
2624,48017,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2625,48019,41700,0.0,1.0,0.0,0.0,1.0,0.0
2626,48021,12420,0.0,1.0,0.0,0.0,1.0,0.0
2627,48023,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2628,48025,4800006,1.0,1.0,1.0,1.0,1.0,1.0
2629,48027,28660,1.0,0.0,0.0,1.0,0.0,0.0
2630,48029,41700,0.0,1.0,0.0,0.0,1.0,0.0
2631,48031,4800004,0.0,1.0,0.0,1.0,1.0,1.0
2632,48033,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2633,48035,4800004,0.0,1.0,0.0,1.0,1.0,1.0
2634,48037,45500,1.0,0.0,0.0,1.0,0.0,0.0
2635,48039,26420,1.0,1.0,1.0,1.0,1.0,1.0
2636,48041,17780,0.0,1.0,0.0,0.0,1.0,0.0
2637,48043,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2638,48045,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2639,48047,4800006,1.0,1.0,1.0,1.0,1.0,1.0
2640,48049,4800004,0.0,1.0,0.0,1.0,1.0,1.0
2641,48051,17780,0.0,1.0,0.0,0.0,1.0,0.0
2642,48053,4800004,0.0,1.0,0.0,1.0,1.0,1.0
2643,48055,12420,0.0,1.0,0.0,0.0,1.0,0.0
2645,48057,4800006,1.0,1.0,1.0,1.0,1.0,1.0
2646,48059,10180,0.0,1.0,0.0,0.0,1.0,0.0
2647,48061,15180,1.0,0.0,0.0,1.0,0.0,0.0
2648,48063,4800002,0.0,1.0,0.0,1.0,1.0,1.0
2649,48065,11100,0.0,1.0,0.0,0.0,1.0,0.0
2650,48067,4800002,0.0,1.0,0.0,1.0,1.0,1.0
2651,48069,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2652,48071,26420,1.0,1.0,1.0,1.0,1.0,1.0
2653,48073,4800002,0.0,1.0,0.0,1.0,1.0,1.0
2654,48075,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2655,48077,48660,0.0,1.0,0.0,1.0,1.0,1.0
2656,48079,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2657,48081,4800004,0.0,1.0,0.0,1.0,1.0,1.0
2658,48083,4800004,0.0,1.0,0.0,1.0,1.0,1.0
2659,48085,19100,0.0,1.0,0.0,0.0,1.0,0.0
2660,48087,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2661,48089,4800006,1.0,1.0,1.0,1.0,1.0,1.0
2662,48091,41700,0.0,1.0,0.0,0.0,1.0,0.0
2663,48093,4800002,0.0,1.0,0.0,1.0,1.0,1.0
2664,48095,4800004,0.0,1.0,0.0,1.0,1.0,1.0
2665,48097,4800002,0.0,1.0,0.0,1.0,1.0,1.0
2666,48099,28660,1.0,0.0,0.0,1.0,0.0,0.0
2667,48101,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2668,48103,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2670,48105,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2671,48107,31180,0.0,1.0,0.0,0.0,1.0,0.0
2672,48109,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2673,48111,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2674,48113,19100,0.0,1.0,0.0,0.0,1.0,0.0
2675,48115,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2676,48117,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2677,48119,4800002,0.0,1.0,0.0,1.0,1.0,1.0
2678,48121,19100,0.0,1.0,0.0,0.0,1.0,0.0
2679,48123,4800006,1.0,1.0,1.0,1.0,1.0,1.0
2680,48125,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2681,48127,4800005,1.0,1.0,1.0,1.0,1.0,1.0
2682,48129,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2683,48131,4800006,1.0,1.0,1.0,1.0,1.0,1.0
2684,48133,4800002,0.0,1.0,0.0,1.0,1.0,1.0
2685,48135,36220,1.0,1.0,1.0,1.0,1.0,1.0
2686,48137,4800005,1.0,1.0,1.0,1.0,1.0,1.0
2687,48139,19100,0.0,1.0,0.0,0.0,1.0,0.0
2688,48141,21340,1.0,1.0,1.0,1.0,1.0,1.0
2689,48143,4800002,0.0,1.0,0.0,1.0,1.0,1.0
2690,48145,47380,0.0,0.0,0.0,0.0,0.0,0.0
2691,48147,4800002,0.0,1.0,0.0,1.0,1.0,1.0
2692,48149,4800004,0.0,1.0,0.0,1.0,1.0,1.0
2693,48151,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2695,48153,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2696,48155,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2697,48157,26420,1.0,1.0,1.0,1.0,1.0,1.0
2698,48159,4800002,0.0,1.0,0.0,1.0,1.0,1.0
2699,48161,4800004,0.0,1.0,0.0,1.0,1.0,1.0
2700,48163,4800004,0.0,1.0,0.0,1.0,1.0,1.0
2701,48165,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2702,48167,26420,1.0,1.0,1.0,1.0,1.0,1.0
2703,48169,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2704,48171,4800004,0.0,1.0,0.0,1.0,1.0,1.0
2705,48173,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2706,48175,47020,1.0,1.0,1.0,1.0,1.0,1.0
2707,48177,4800006,1.0,1.0,1.0,1.0,1.0,1.0
2708,48179,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2709,48181,43300,0.0,1.0,0.0,1.0,1.0,1.0
2710,48183,30980,1.0,1.0,1.0,1.0,1.0,1.0
2711,48185,4800004,0.0,1.0,0.0,1.0,1.0,1.0
2712,48187,41700,0.0,1.0,0.0,0.0,1.0,0.0
2713,48189,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2714,48191,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2715,48193,4800004,0.0,1.0,0.0,1.0,1.0,1.0
2716,48195,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2717,48197,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2719,48199,13140,1.0,1.0,1.0,1.0,1.0,1.0
2720,48201,26420,1.0,1.0,1.0,1.0,1.0,1.0
2721,48203,4800002,0.0,1.0,0.0,1.0,1.0,1.0
2722,48205,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2723,48207,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2724,48209,12420,0.0,1.0,0.0,0.0,1.0,0.0
2725,48211,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2726,48213,4800002,0.0,1.0,0.0,1.0,1.0,1.0
2727,48215,32580,1.0,1.0,1.0,1.0,1.0,1.0
2728,48217,4800004,0.0,1.0,0.0,1.0,1.0,1.0
2729,48219,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2730,48221,19100,0.0,1.0,0.0,0.0,1.0,0.0
2731,48223,4800002,0.0,1.0,0.0,1.0,1.0,1.0
2732,48225,4800003,1.0,1.0,1.0,1.0,1.0,1.0
2733,48227,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2734,48229,21340,1.0,1.0,1.0,1.0,1.0,1.0
2735,48231,19100,0.0,1.0,0.0,0.0,1.0,0.0
2736,48233,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2737,48235,41660,0.0,1.0,0.0,0.0,1.0,0.0
2738,48237,4800002,0.0,1.0,0.0,1.0,1.0,1.0
2739,48239,4800006,1.0,1.0,1.0,1.0,1.0,1.0
2740,48241,4800003,1.0,1.0,1.0,1.0,1.0,1.0
2741,48243,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2742,48245,13140,1.0,1.0,1.0,1.0,1.0,1.0
2743,48247,4800006,1.0,1.0,1.0,1.0,1.0,1.0
2745,48249,4800006,1.0,1.0,1.0,1.0,1.0,1.0
2746,48251,19100,0.0,1.0,0.0,0.0,1.0,0.0
2747,48253,10180,0.0,1.0,0.0,0.0,1.0,0.0
2748,48255,4800006,1.0,1.0,1.0,1.0,1.0,1.0
2749,48257,19100,0.0,1.0,0.0,0.0,1.0,0.0
2750,48259,41700,0.0,1.0,0.0,0.0,1.0,0.0
2751,48261,4800006,1.0,1.0,1.0,1.0,1.0,1.0
2752,48263,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2753,48265,4800004,0.0,1.0,0.0,1.0,1.0,1.0
2754,48267,4800004,0.0,1.0,0.0,1.0,1.0,1.0
2755,48269,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2756,48271,4800005,1.0,1.0,1.0,1.0,1.0,1.0
2757,48273,4800006,1.0,1.0,1.0,1.0,1.0,1.0
2758,48275,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2759,48277,4800002,0.0,1.0,0.0,1.0,1.0,1.0
2760,48279,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2761,48281,28660,1.0,0.0,0.0,1.0,0.0,0.0
2762,48283,4800005,1.0,1.0,1.0,1.0,1.0,1.0
2763,48285,4800006,1.0,1.0,1.0,1.0,1.0,1.0
2764,48287,4800004,0.0,1.0,0.0,1.0,1.0,1.0
2765,48289,4800004,0.0,1.0,0.0,1.0,1.0,1.0
2766,48291,26420,1.0,1.0,1.0,1.0,1.0,1.0
2767,48293,4800004,0.0,1.0,0.0,1.0,1.0,1.0
2769,48295,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2770,48297,4800006,1.0,1.0,1.0,1.0,1.0,1.0
2771,48299,4800004,0.0,1.0,0.0,1.0,1.0,1.0
2772,48301,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2773,48303,31180,0.0,1.0,0.0,0.0,1.0,0.0
2774,48305,31180,0.0,1.0,0.0,0.0,1.0,0.0
2775,48307,4800004,0.0,1.0,0.0,1.0,1.0,1.0
2776,48309,47380,0.0,0.0,0.0,0.0,0.0,0.0
2777,48311,4800006,1.0,1.0,1.0,1.0,1.0,1.0
2778,48313,4800004,0.0,1.0,0.0,1.0,1.0,1.0
2779,48315,4800002,0.0,1.0,0.0,1.0,1.0,1.0
2780,48317,33260,1.0,1.0,1.0,0.0,1.0,0.0
2781,48319,4800004,0.0,1.0,0.0,1.0,1.0,1.0
2782,48321,4800006,1.0,1.0,1.0,1.0,1.0,1.0
2783,48323,4800005,1.0,1.0,1.0,1.0,1.0,1.0
2784,48325,41700,0.0,1.0,0.0,0.0,1.0,0.0
2785,48327,4800004,0.0,1.0,0.0,1.0,1.0,1.0
2786,48329,33260,1.0,1.0,1.0,0.0,1.0,0.0
2787,48331,4800004,0.0,1.0,0.0,1.0,1.0,1.0
2788,48333,4800004,0.0,1.0,0.0,1.0,1.0,1.0
2789,48335,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2790,48337,4800002,0.0,1.0,0.0,1.0,1.0,1.0
2791,48339,26420,1.0,1.0,1.0,1.0,1.0,1.0
2793,48341,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2794,48343,4800002,0.0,1.0,0.0,1.0,1.0,1.0
2795,48345,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2796,48347,4800003,1.0,1.0,1.0,1.0,1.0,1.0
2797,48349,4800002,0.0,1.0,0.0,1.0,1.0,1.0
2798,48351,13140,1.0,1.0,1.0,1.0,1.0,1.0
2799,48353,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2800,48355,18580,1.0,1.0,1.0,1.0,1.0,1.0
2801,48357,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2802,48359,11100,0.0,1.0,0.0,0.0,1.0,0.0
2803,48361,13140,1.0,1.0,1.0,1.0,1.0,1.0
2804,48363,4800002,0.0,1.0,0.0,1.0,1.0,1.0
2805,48365,4800002,0.0,1.0,0.0,1.0,1.0,1.0
2806,48367,19100,0.0,1.0,0.0,0.0,1.0,0.0
2807,48369,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2808,48371,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2809,48373,4800003,1.0,1.0,1.0,1.0,1.0,1.0
2810,48375,11100,0.0,1.0,0.0,0.0,1.0,0.0
2811,48377,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2812,48379,4800002,0.0,1.0,0.0,1.0,1.0,1.0
2813,48381,11100,0.0,1.0,0.0,0.0,1.0,0.0
2814,48383,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2815,48385,4800005,1.0,1.0,1.0,1.0,1.0,1.0
2816,48387,4800002,0.0,1.0,0.0,1.0,1.0,1.0
2818,48389,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2819,48391,4800006,1.0,1.0,1.0,1.0,1.0,1.0
2820,48393,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2821,48395,17780,0.0,1.0,0.0,0.0,1.0,0.0
2822,48397,19100,0.0,1.0,0.0,0.0,1.0,0.0
2823,48399,4800004,0.0,1.0,0.0,1.0,1.0,1.0
2824,48401,30980,1.0,1.0,1.0,1.0,1.0,1.0
2825,48403,4800003,1.0,1.0,1.0,1.0,1.0,1.0
2826,48405,4800003,1.0,1.0,1.0,1.0,1.0,1.0
2827,48407,4800003,1.0,1.0,1.0,1.0,1.0,1.0
2828,48409,18580,1.0,1.0,1.0,1.0,1.0,1.0
2829,48411,4800004,0.0,1.0,0.0,1.0,1.0,1.0
2830,48413,4800004,0.0,1.0,0.0,1.0,1.0,1.0
2831,48415,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2832,48417,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2833,48419,4800003,1.0,1.0,1.0,1.0,1.0,1.0
2834,48421,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2835,48423,46340,0.0,1.0,0.0,1.0,1.0,1.0
2836,48425,19100,0.0,1.0,0.0,0.0,1.0,0.0
2837,48427,4800006,1.0,1.0,1.0,1.0,1.0,1.0
2838,48429,4800002,0.0,1.0,0.0,1.0,1.0,1.0
2839,48431,4800004,0.0,1.0,0.0,1.0,1.0,1.0
2840,48433,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2842,48435,4800004,0.0,1.0,0.0,1.0,1.0,1.0
2843,48437,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2844,48439,19100,0.0,1.0,0.0,0.0,1.0,0.0
2845,48441,10180,0.0,1.0,0.0,0.0,1.0,0.0
2846,48443,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2847,48445,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2848,48447,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2849,48449,4800002,0.0,1.0,0.0,1.0,1.0,1.0
2850,48451,41660,0.0,1.0,0.0,0.0,1.0,0.0
2851,48453,12420,0.0,1.0,0.0,0.0,1.0,0.0
2852,48455,4800003,1.0,1.0,1.0,1.0,1.0,1.0
2853,48457,4800003,1.0,1.0,1.0,1.0,1.0,1.0
2854,48459,30980,1.0,1.0,1.0,1.0,1.0,1.0
2855,48461,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2856,48463,4800005,1.0,1.0,1.0,1.0,1.0,1.0
2857,48465,4800005,1.0,1.0,1.0,1.0,1.0,1.0
2858,48467,4800002,0.0,1.0,0.0,1.0,1.0,1.0
2859,48469,47020,1.0,1.0,1.0,1.0,1.0,1.0
2860,48471,4800004,0.0,1.0,0.0,1.0,1.0,1.0
2861,48473,26420,1.0,1.0,1.0,1.0,1.0,1.0
2862,48475,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2863,48477,4800004,0.0,1.0,0.0,1.0,1.0,1.0
2864,48479,29700,1.0,1.0,1.0,1.0,1.0,1.0
2865,48481,4800006,1.0,1.0,1.0,1.0,1.0,1.0
2867,48483,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2868,48485,48660,0.0,1.0,0.0,1.0,1.0,1.0
2869,48487,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2870,48489,4800006,1.0,1.0,1.0,1.0,1.0,1.0
2871,48491,12420,0.0,1.0,0.0,0.0,1.0,0.0
2872,48493,41700,0.0,1.0,0.0,0.0,1.0,0.0
2873,48495,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2874,48497,19100,0.0,1.0,0.0,0.0,1.0,0.0
2875,48499,4800002,0.0,1.0,0.0,1.0,1.0,1.0
2876,48501,4800001,0.0,1.0,0.0,1.0,1.0,1.0
2877,48503,4800002,0.0,1.0,0.0,1.0,1.0,1.0
2878,48505,4800006,1.0,1.0,1.0,1.0,1.0,1.0
2879,48507,4800005,1.0,1.0,1.0,1.0,1.0,1.0
2880,49001,4900007,0.0,1.0,0.0,0.0,1.0,0.0
2881,49003,36260,0.0,1.0,0.0,0.0,1.0,0.0
2882,49005,30860,0.0,0.0,0.0,0.0,0.0,0.0
2883,49007,4900006,0.0,1.0,0.0,0.0,1.0,0.0
2884,49009,4900006,0.0,1.0,0.0,0.0,1.0,0.0
2885,49011,36260,0.0,1.0,0.0,0.0,1.0,0.0
2886,49013,4900006,0.0,1.0,0.0,0.0,1.0,0.0
2887,49015,4900006,0.0,1.0,0.0,0.0,1.0,0.0
2888,49017,4900007,0.0,1.0,0.0,0.0,1.0,0.0
2889,49019,4900006,0.0,1.0,0.0,0.0,1.0,0.0
2890,49021,4900007,0.0,1.0,0.0,0.0,1.0,0.0
2891,49023,39340,0.0,0.0,0.0,0.0,0.0,0.0
2892,49025,4900007,0.0,1.0,0.0,0.0,1.0,0.0
2893,49027,4900007,0.0,1.0,0.0,0.0,1.0,0.0
2894,49029,36260,0.0,1.0,0.0,0.0,1.0,0.0
2895,49031,4900007,0.0,1.0,0.0,0.0,1.0,0.0
