,FIPS,County,State,ag,cn,coal,comm,mf,mn_rest,og,pwr,TOTAL,prop_ag,prop_cn,prop_comm,prop_mf,prop_mn_rest,prop_pwr,prop_og,prop_coal,ECF,ECF_log10,biggest_sector,biggest_sector_full
10,12123,taylor,FL,3784.694677250748,1805.261475655615,0.0,17406.226619254237,930815.8523403044,4554.55525247381,0.0,31912.16579387195,990278.7561588108,0.003821847791556378,0.0018229831392708434,0.017577097873704973,0.9399533682322371,0.004599265837167365,0.03222543712606332,0.0,0.0,151.1191784889699,2.1793195840172914,mf,Manufacturing
11,13099,early,GA,11100.278790735569,1379.152308165852,0.0,2554.554889707371,1195385.540966081,0.0,0.0,80768.48202810914,1291188.008982799,0.008596950028586771,0.0010681266388559102,0.0019784530772709507,0.9258028518308565,0.0,0.06255361842442972,0.0,0.0,301.87385002838937,2.479825493678109,mf,Manufacturing
12,13149,heard,GA,8719.989716662427,3454.6192847389766,0.0,707.4847006165539,15303.21726870957,0.0,0.0,1303618.0643051057,1331803.3752758333,0.006547505343914906,0.002593940929173183,0.0005312230872444102,0.01149059805133778,0.0,0.9788367325883297,0.0,0.0,615.9529163694082,2.7895475158292533,pwr,Fossil fuel power generation
13,13163,jefferson,GA,10450.483041529926,2936.3588226960765,0.0,12303.51940603043,142236.92075930085,424657.3740568413,0.0,0.0,592584.6560863985,0.01763542632127527,0.0049551718771941285,0.020762467066370652,0.24002801844157567,0.7166189162935843,0.0,0.0,0.0,120.17743999471136,2.0798229484872373,mn_rest,Mining (excl. fossil fuel extraction)
14,13193,macon,GA,21026.543665527075,1120.781172887298,0.0,2090.9846550004527,566864.6964649495,42168.30152479985,0.0,975.126535497935,634246.4340186622,0.03315200927863378,0.0017671067786473671,0.0032968015945343526,0.8937609516749289,0.06648567380602581,0.0015374568672296906,0.0,0.0,209.80078795671457,2.321807114956731,mf,Manufacturing
15,13305,wayne,GA,11299.36594420897,7116.039218956101,0.0,20924.86632915019,897326.8838502871,661.0253628367211,0.0,19749.215582566187,957077.3962880053,0.011806115145998858,0.007435176346819427,0.021863295915572376,0.9375698217621076,0.0006906707497225274,0.020634920079779233,0.0,0.0,117.4336877836363,2.0697926992953444,mf,Manufacturing
16,13319,wilkinson,GA,4735.7699516481,2978.359270527696,0.0,10599.60130258622,77699.71653690671,685515.9693118265,0.0,0.0,781529.4163734952,0.006059618297700596,0.003810936873429636,0.01356263894937083,0.09942007928179351,0.8771467265977054,0.0,0.0,0.0,187.1060313080331,2.2720877870808747,mn_rest,Mining (excl. fossil fuel extraction)
17,17115,macon,IL,24768.518941978266,21513.68936765568,0.0,247877.11359165868,6999470.929217145,1363.7976693196424,34266.05852223062,837033.8208536031,8166293.928163591,0.0030330183017975364,0.0026344495504209225,0.030353685009645553,0.8571171930363229,0.00016700325524853215,0.10249861543274533,0.004196035413819137,0.0,155.6921166026471,2.192266622827294,mf,Manufacturing
18,19003,adams,IA,15421.33305906977,1345.1081240433382,0.0,995.9792989875403,152709.33963301228,3108.079062141492,0.0,1.974468620820921,173581.81364587523,0.08884187078797827,0.007749130486604416,0.005737809036950384,0.879754257808108,0.017905557021556957,1.1374858802023121e-05,0.0,0.0,139.0163456524293,2.143065867946857,mf,Manufacturing
19,19045,clinton,IA,46475.49396228687,13651.16836022609,0.0,21325.999326030003,2480168.824441677,2156.2169748089013,0.0,504681.052045502,3068458.755110531,0.015146201292385546,0.004448868128825265,0.00695006875699778,0.8082783646059916,0.0007027035873360568,0.16447379362846365,0.0,0.0,136.16518093832047,2.1340660674916663,mf,Manufacturing
20,19111,lee,IA,33462.19881307877,13010.097555221546,0.0,15226.891377677455,1910482.9285510965,7498.643293561236,0.0,89904.60954506973,2069585.369135705,0.01616855207429939,0.006286330464664422,0.007357459907071372,0.9231235188664614,0.0036232587480519345,0.043440879939451574,0.0,0.0,127.63183373659618,2.1059590089609004,mf,Manufacturing
21,19115,louisa,IA,23645.240101603253,2318.4302286264665,0.0,3091.2562046413677,47909.6747577278,1554.039531070746,0.0,1035973.3711505678,1114492.0119742374,0.021216159333181328,0.0020802573762009695,0.002773690768016761,0.04298790322674406,0.001394392704814352,0.9295475965910426,0.0,0.0,281.27697914459446,2.4491341891876264,pwr,Fossil fuel power generation
22,19135,monroe,IA,19093.854838491257,1801.2694828647966,0.0,7344.613049027892,927005.5090544516,1746.985365569229,0.0,69863.98962122985,1026856.2214116346,0.01859447743545114,0.0017541593898983876,0.007152523299640862,0.9027607660399459,0.0017012950100916975,0.06803677882497199,0.0,0.0,366.6069473295738,2.5642006907361523,mf,Manufacturing
23,20007,barber,KS,12447.856934637412,2451.123724974189,0.0,1755.4875964531611,53534.101345382245,11144.261411247357,148165.92716090154,0.0,229498.75817359588,0.054239321527054574,0.010680335460116637,0.0076492248168301075,0.2332653203503975,0.04855913600551028,0.0,0.645606661840091,0.0,131.43798111369077,2.118720879718565,og,Oil & gas extraction
24,20019,chautauqua,KS,6904.365727658102,944.1551480130776,0.0,7327.862911013806,42717.201718543074,1327.5028147151745,107375.15342287564,0.0,166596.24174281888,0.041443706385145475,0.005667325613927154,0.04398576363040719,0.25641155689746764,0.007968383925277813,0.0,0.6445232635477747,0.0,212.56478422867312,2.3274913162457027,og,Oil & gas extraction
25,20081,haskell,KS,11837.765976407773,2367.3675565025583,0.0,1139.1346005776754,393.98671449919584,1716.4528248742847,303360.9519198723,0.0,320815.6595927338,0.03689896556619298,0.007379214466986628,0.003550745004230074,0.0012280781898220013,0.005350277561429738,0.0,0.9455927192113387,0.0,169.30718900694373,2.2286753992179715,og,Oil & gas extraction
26,20135,ness,KS,16065.94915073082,1396.5282377207632,0.0,2395.5102811562774,4286.910478591593,9909.766939086598,105101.1152718612,0.0,139155.78035914723,0.11545297729829263,0.010035718488419687,0.017214594140277203,0.030806556993374645,0.07121347682080094,0.0,0.755276676258835,0.0,125.4247340868146,2.0983831889523183,og,Oil & gas extraction
27,20149,pottawatomie,KS,29537.353063823357,11879.238306165154,0.0,10628.470256103055,31901.83138088997,579.0016323255452,0.0,2316645.590369593,2401171.4850089,0.012301225984163257,0.0049472677733890065,0.004426368679812829,0.013285944623306121,0.00024113297860664837,0.9647980599607221,0.0,0.0,193.0566134115927,2.285684683551188,pwr,Fossil fuel power generation
28,20159,rice,KS,18651.94058343283,1897.1418105787584,0.0,1848.77302477306,138318.78327018511,3272.252865510726,552686.3626175522,5.577305430496213,716680.8314774632,0.02602544921563088,0.002647122299431021,0.002579632304329597,0.19299913880079084,0.004565843987713275,7.782132834498165e-06,0.7711750312592698,0.0,183.51898527969317,2.2636809992459006,og,Oil & gas extraction
29,20167,russell,KS,14116.66876625112,7196.993044725512,0.0,2551.903989485539,60609.33832667979,12725.42535275479,228393.04206654997,196.9070848664788,325790.2786313132,0.04333054020383008,0.022090877220035554,0.007832965428576984,0.18603789708307875,0.039060175172248655,0.0006043982825200026,0.70104314660971,0.0,125.28696743665292,2.0979058972933013,og,Oil & gas extraction
30,20189,stevens,KS,11123.22313894517,1365.428309675744,0.0,11507.158118135176,166856.2613589414,1716.4528248742847,202137.5735617643,17.077143120318333,394723.17445545644,0.028179807669742984,0.00345920482515229,0.029152476628741066,0.4227171652364453,0.004348497721833108,4.326359389432162e-05,0.5120995843241908,0.0,197.10297212132704,2.2946931730676727,og,Oil & gas extraction
31,20207,woodson,KS,9318.124187769692,959.7051120355871,0.0,2584.91694515424,1410.9482641868008,938.5528045560638,152853.5817056711,0.0,168065.8290193735,0.05544330005771466,0.005710292911029278,0.015380383747467596,0.00839521199769976,0.00558443563472902,0.0,0.9094863756513596,0.0,220.72638245268416,2.3438542455714653,og,Oil & gas extraction
32,21223,trimble,KY,7583.66928865008,1119.7808575452011,0.0,532.3027638629277,9354.209352604765,0.0,0.0,1634762.1916159822,1653352.1538786453,0.004586844533307279,0.0006772790992640471,0.00032195365192719754,0.005657723510784114,0.0,0.9887561992047174,0.0,0.0,1471.207236597109,3.1676738524497483,pwr,Fossil fuel power generation
33,22005,ascension,LA,4232.011362176091,28256.69035791504,0.0,53518.87511328318,7545815.984923478,725.5186856374182,216024.72946762652,180492.5514857311,8029066.361395847,0.0005270863599438926,0.003519299640338585,0.006665641147344928,0.9398123823218275,9.036152560972074e-05,0.022479892849503438,0.026905336155432,0.0,149.68319385026192,2.175173041306133,mf,Manufacturing
34,22047,iberville,LA,3130.0229883421875,6412.195392974196,0.0,7602.41964990302,7113691.096326334,659.5443220362898,504580.0396497783,815076.3295380706,8451151.647867437,0.000370366444569956,0.0007587362835445331,0.0008995720307328072,0.8417422136924264,7.804194617697094e-05,0.09644559268366068,0.05970547691888879,0.0,453.3322772188463,2.656416641889022,mf,Manufacturing
35,22057,lafourche,LA,5644.835843331823,18005.709415814083,0.0,37175.62697882856,171400.67352823186,9770.117320128162,4099087.89768894,0.0,4341084.860775274,0.0013003283797413975,0.004147744168400902,0.008563672024644402,0.039483373171751684,0.002250616524087787,0.0,0.9442542657313739,0.0,120.53088181850607,2.0810983339239084,og,Oil & gas extraction
36,22077,pointe coupee,LA,13650.320119735956,5120.956830880094,0.0,2402.229068510452,122619.72600924857,2413.543122940177,31311.220951489795,635523.0381981158,813041.0343009208,0.01678921425100388,0.006298521987003103,0.0029546221742374505,0.15081615913110832,0.0029685378979861948,0.7816617014226831,0.03851124313597801,0.0,140.75923412022337,2.1484768951462057,pwr,Fossil fuel power generation
37,22109,terrebonne,LA,3532.6509781273558,28827.99999721057,0.0,63746.198808007255,56214.89668922205,12692.585182692872,9307160.5116882,6030.209285277499,9478205.052628739,0.0003727130778994479,0.0030415041494818947,0.0067255559944155805,0.005930964394321802,0.0013391338457245804,0.0006362184877615668,0.9819539100503951,0.0,178.5325071053421,2.251717303759848,og,Oil & gas extraction
38,27071,koochiching,MN,4324.52238817621,3874.6238583988634,0.0,20746.683715944808,552021.2685135019,0.0,0.0,25672.587067235818,606639.6855432576,0.007128650649196345,0.006387026682781332,0.03419935129592742,0.9099656380362852,0.0,0.04231933333580957,0.0,0.0,123.2344491155247,2.0907321280351185,mf,Manufacturing
39,27141,sherburne,MN,18953.705688740585,50011.02728342647,0.0,60500.133509743086,128469.38461585889,2091.9253842093717,0.0,3339335.206806524,3599361.3832885027,0.005265852375018764,0.013894416802831462,0.016808574373954093,0.03569227174918589,0.0005811934844669904,0.9277576912145428,0.0,0.0,122.9990140858343,2.08990163031096,pwr,Fossil fuel power generation
40,28009,benton,MS,6473.149133915838,312.75384529553446,0.0,9237.400975887116,1980.058616738193,0.0,0.0,205485.04371605933,223488.406287896,0.02896413841520342,0.0013994186566109717,0.04133279721001531,0.008859782257284062,0.0,0.9194438634608862,0.0,0.0,217.1882836762325,2.336836393329313,pwr,Fossil fuel power generation
41,28111,perry,MS,8495.834735876857,1643.2848853075616,0.0,4013.364436091634,628851.6114243577,4676.865004712112,0.0,2317.103914837057,649998.0644011829,0.01307055390034696,0.0025281381211826434,0.006174425211233491,0.9674668985417572,0.0071951983565069835,0.0035647858689728737,0.0,0.0,292.2767281558204,2.4657942370616217,mf,Manufacturing
42,29143,new madrid,MO,20306.02613449609,2154.3342292737057,0.0,23867.57391982901,43775.50226686161,0.0,0.0,1343656.720661136,1433760.1572115966,0.014162777527580083,0.0015025764375148315,0.016646838594153092,0.0305319561620383,0.0,0.9371558512787136,0.0,0.0,189.7633261249524,2.278212283957848,pwr,Fossil fuel power generation
43,29175,randolph,MO,14796.098118676293,3023.179309146991,0.0,62434.08145511514,11860.019722128873,3187.1340172746195,0.0,1550829.2019508097,1646129.7145731517,0.008988415668392806,0.0018365377177647958,0.03792780174149554,0.007204790495628849,0.0019361378323099264,0.942106316544408,0.0,0.0,161.6653973072213,2.2086170739157955,pwr,Fossil fuel power generation
44,29179,reynolds,MO,5031.837649035753,659.2661518302396,0.0,1045.836123530088,21440.32623470461,260695.57527815108,0.0,0.0,288872.8414372518,0.017418867152759865,0.002282201914690702,0.003620403075369277,0.07422063676194297,0.9024578910952372,0.0,0.0,0.0,143.9105008222959,2.1580924845744907,mn_rest,Mining (excl. fossil fuel extraction)
45,30025,fallon,MT,12759.610944196387,3126.2049044833348,0.0,266.6602607896706,135.42457860163495,7996.715738886885,223819.18605266267,0.0,248103.8024796206,0.051428518292235645,0.01260039093814422,0.0010747931233805828,0.0005458383839673671,0.03223133083397116,0.0,0.902119128428301,0.0,174.54515209099176,2.2419077909939715,og,Oil & gas extraction
46,30101,toole,MT,18188.630389111247,1073.862800591048,0.0,6633.550166926832,518.268413874449,5582.634302012098,242750.55682097477,0.0,274747.5028934904,0.06620125823732169,0.003908544351747377,0.02414416909004053,0.0018863444013733684,0.020319144826500136,0.0,0.883540539093017,0.0,156.1451721147566,2.193528560731861,og,Oil & gas extraction
47,31007,banner,NE,13251.675822366098,374.2591003156852,0.0,182.82589828965664,0.0,0.0,5886.166586409874,0.0,19694.927407381314,0.6728471523789218,0.019002816947445027,0.009282892721967419,0.0,0.0,0.0,0.29886713795166575,0.0,143.2219383694348,2.1560095471829746,ag,Agriculture
48,31087,hitchcock,NE,17426.709113638877,672.8535427239717,0.0,376.18737165461647,85481.1560235879,1131.6173081922962,49206.26014457792,0.0,154294.78350437558,0.112944253317188,0.004360831438639599,0.0024381081661386714,0.5540119638663207,0.00733412551280585,0.0,0.3189107176989072,0.0,225.12885707274933,2.3524311665430218,mf,Manufacturing
49,31111,lincoln,NE,53449.298726508045,5795.134039555944,0.0,30124.689578445817,16586.761877748915,1075.193754493487,9191.087117406518,2494767.739282974,2610989.9043771327,0.020470894443867526,0.002219516065474182,0.01153765073083737,0.006352671777835077,0.00041179544688817204,0.9554873173200246,0.003520154215073117,0.0,171.8374299004587,2.235117768509709,pwr,Fossil fuel power generation
50,31131,otoe,NE,56321.28256094032,4868.226148278318,0.0,13553.034044535809,36215.6858141765,0.0,0.0,2061632.38944184,2172590.6180097708,0.02592355968679187,0.0022407471098894456,0.006238190449773385,0.016669355705564232,0.0,0.9489281470479811,0.0,0.0,344.7810667404896,2.537543409020734,pwr,Fossil fuel power generation
51,31167,stanton,NE,40490.38826219225,1609.3453830268445,0.0,259.3774738141618,406364.2614502485,538.618466657038,0.0,0.0,449261.9910359388,0.09012644975557974,0.0035821979493878544,0.0005773412373837182,0.9045151149181933,0.00119889613945541,0.0,0.0,0.0,298.1445534450189,2.4744268799893905,mf,Manufacturing
52,31177,washington,NE,53223.42713472196,9907.734245702082,0.0,18069.037771808613,2957650.761797836,1860.523743903267,0.0,0.0,3040711.484693972,0.017503609731680466,0.0032583605171272053,0.005942371666224408,0.9726837868984813,0.0006118711864866444,0.0,0.0,0.0,358.722576940558,2.554758710749415,mf,Manufacturing
53,37145,person,NC,17235.616301930382,6649.068120608583,0.0,13741.6095833522,167013.8991834046,0.0,0.0,1802859.759487406,2007499.9526767016,0.008585612307960087,0.003312113712253414,0.006845135694787845,0.08319497042115319,0.0,0.8980621678638455,0.0,0.0,188.0551661015595,2.274285268513976,pwr,Fossil fuel power generation
54,37169,stokes,NC,20286.713519350156,9073.552899991211,0.0,14419.74240037836,59761.79032986205,526.4800674910189,0.0,1295886.4100026535,1399954.6892197262,0.01449097865492853,0.006481318981151036,0.01030014936298781,0.04268837469530579,0.00037606936249090744,0.925663108943136,0.0,0.0,177.2158619623792,2.2485025914473638,pwr,Fossil fuel power generation
55,37187,washington,NC,3350.710090719221,845.9874795310018,0.0,2222.2422399494203,347731.5149561679,0.0,0.0,0.0,354150.45476636756,0.009461261578584387,0.0023887798763073684,0.006274853554587215,0.981875104990521,0.0,0.0,0.0,0.0,116.3635907504856,2.065817114251378,mf,Manufacturing
56,38007,billings,ND,7538.983164340145,752.8095399519693,0.0,0.0,26.473024118293203,1699.277662788648,149689.33654656136,0.0,159706.87993776042,0.047205124583725964,0.00471369511598591,0.0,0.00016576007325802146,0.01063997783596346,0.0,0.9372754423910666,0.0,269.92759751145445,2.4312472892775965,og,Oil & gas extraction
57,38011,bowman,ND,10839.126530881333,5636.257703366406,0.0,1527.5464219941584,478.2963095071559,5911.922475683622,290948.73016851814,0.0,315341.8796099508,0.034372619787414044,0.01787348293331017,0.004844096267465629,0.0015167547998977012,0.018747660421749662,0.0,0.9226453857901628,0.0,183.17485413887584,2.2628658543848847,og,Oil & gas extraction
58,38013,burke,ND,16602.793926117498,688.1426887966445,0.0,1028.8465812863287,0.0,2077.078689377921,183236.3026168251,0.0,203633.1645024035,0.08153285819963542,0.0033793252217937334,0.0050524509787018765,0.0,0.010200100236390546,0.0,0.8998352653634784,0.0,309.8245555541527,2.491115835369763,og,Oil & gas extraction
59,38023,divide,ND,21723.92537245293,3065.645542019188,0.0,2342.4752358165183,145.7639905253007,1322.909775060571,168390.00296732422,0.0,196990.72288319873,0.11027892610624943,0.015562385360842064,0.011891297222181558,0.0007399535794978946,0.006715594296513958,0.0,0.8548118434347151,0.0,407.4588864984498,2.610083794014283,og,Oil & gas extraction
60,38061,mountrail,ND,30525.110323140238,6427.867409099287,0.0,2091.9420502249422,0.0,6686.757857299825,4294491.917625845,0.0,4340223.59526561,0.0070330732168816254,0.0014809991393325713,0.0004819894653600032,0.0,0.0015406482432365593,0.0,0.9894632899351892,0.0,801.7071906752768,2.9040157788906265,og,Oil & gas extraction
61,38077,richland,ND,54458.48519992866,12948.051120849495,0.0,10131.04264743596,1236831.203939176,755.6020531785456,0.0,0.0,1315124.3849605685,0.04140937984475248,0.009845495429116934,0.007703486273459768,0.9404670904769665,0.0005745479757043672,0.0,0.0,0.0,155.76221954868305,2.1924621270769307,mf,Manufacturing
62,38087,slope,ND,8606.958286585037,1792.8271813621352,0.0,0.0,0.0,264.58195501211424,17145.740396063353,0.0,27810.10781902264,0.309490288300778,0.06446674687596168,0.0,0.0,0.009513877354734137,0.0,0.6165290874685262,0.0,264.1770085734838,2.4218950181075933,og,Oil & gas extraction
63,38097,traill,ND,28643.61576792508,4831.714792665612,0.0,4304.07628047314,362420.7193517983,0.0,0.0,88435.89315796374,488636.01935082587,0.05861953403676496,0.009888167472968437,0.008808348361611353,0.7416987389371948,0.0,0.18098521119146038,0.0,0.0,137.18626557028182,2.1373106340703565,mf,Manufacturing
64,38105,williams,ND,32974.64504922268,28229.45690621565,6073.837876056708,32276.77744737699,8558.284349163201,33123.32483115646,4097258.5798406103,62970.34316675475,4301465.249466556,0.00766590990205303,0.006562753682530973,0.007503670394961293,0.0019896207112738043,0.007700474817334449,0.014639277435651486,0.9525262537803204,0.0014120392758746457,139.46474131157052,2.144464425607535,og,Oil & gas extraction
65,40003,alfalfa,OK,14894.785702047337,866.1477456924683,0.0,3713.285030231264,469.8708669727547,2398.857541791687,113675.70294595821,0.0,136018.6498326937,0.10950546649572165,0.006367860192391642,0.02729982274341567,0.003454459131528709,0.01763623991814608,0.0,0.8357361515187963,0.0,168.60357016538558,2.2268667665325577,og,Oil & gas extraction
66,40007,beaver,OK,15146.821163533295,3012.251203840511,0.0,1938.4464530874363,132.3961382977535,11750.999945773803,211469.5213018324,0.0,243450.4362063652,0.06221726853138113,0.012373160018851317,0.007962386444213543,0.000543832002771708,0.04826855161521606,0.0,0.8686348013875662,0.0,122.57777767988932,2.0884117433816485,og,Oil & gas extraction
67,40011,blaine,OK,16526.311718286946,2584.438969732547,0.0,11854.193837351815,24103.88825841333,7055.628076232789,770926.4373317357,0.0,833050.8981917532,0.01983829770084815,0.003102378228440078,0.014229855418297856,0.028934472444281614,0.008469624234903245,0.0,0.925425371973229,0.0,249.6633726993116,2.3973548330948256,og,Oil & gas extraction
68,40029,coal,OK,9582.54798939324,755.5052888178374,0.0,2331.655878892956,468.14230907072215,1931.3268329512755,426881.5164189754,0.0,441950.69471810147,0.021682391506377144,0.001709478676800671,0.005275828065798616,0.001059263656931973,0.004370005197487411,0.0,0.9659030328966042,0.0,335.78803048796686,2.526065211201449,og,Oil & gas extraction
69,40043,dewey,OK,12951.13040164891,550.2867408528393,0.0,1741.7551549810278,5039.774049669892,7278.854494756893,105447.48221246275,0.0,133009.28305437232,0.09737012413152149,0.004137205525932276,0.013094989424678146,0.03789039331645523,0.05472440966230454,0.0,0.7927828779391083,0.0,138.0720147193644,2.140105662035692,og,Oil & gas extraction
70,40045,ellis,OK,11061.217337117609,315.86100483962895,0.0,1652.9023162137871,49.5915557083418,1158.796099770765,211030.84970577763,0.0,225269.21801942776,0.049102213939250516,0.001402148982522718,0.0073374530739092675,0.00022014350715269455,0.005144049905969966,0.0,0.9367939905911948,0.0,175.1914170323096,2.243512825423304,og,Oil & gas extraction
71,40049,garvin,OK,22639.100026417535,6291.06087526276,0.0,11652.086085553516,571399.0578320154,20840.806332566062,916885.5431885824,0.0,1549707.6543403978,0.014608626319299827,0.004059514617252391,0.00751889303309468,0.3687140966437441,0.013448217974658283,0.0,0.5916506514119506,0.0,149.82374098049738,2.17558063686063,og,Oil & gas extraction
72,40051,grady,OK,29910.603028007423,14113.43300985948,0.0,43842.69176634024,234402.2320650708,13235.873941676868,1563569.3959372377,0.0,1899074.2297481925,0.01575009684164553,0.007431743735330898,0.02308634969584815,0.12342973665444944,0.006969645385284322,0.0,0.8233324276874416,0.0,132.61574054282542,2.1225950747865605,og,Oil & gas extraction
73,40053,grant,OK,20433.13403097534,882.1114452324296,0.0,1081.60343990917,243.43682303540717,3253.161880788191,416669.4956445223,0.0,442562.94326446287,0.04617000664415115,0.0019931886721598043,0.002443953919709077,0.0005500614697646213,0.007350732659160293,0.0,0.941492056635055,0.0,311.35039233539254,2.4932494173160946,og,Oil & gas extraction
74,40063,hughes,OK,15995.44358389918,1255.7361663670836,0.0,3512.987905830402,10707.225073682335,2866.8965141979365,545197.0557394926,0.0,579535.3449834696,0.02760046254703486,0.002166798241447899,0.006061731931001731,0.01847553417814015,0.004946888121689473,0.0,0.9407485849806859,0.0,190.48753553558885,2.279866563081368,og,Oil & gas extraction
75,40073,kingfisher,OK,21970.14760942951,4587.321912124635,0.0,12394.080246574003,6389.505082620733,24054.45296552326,1878798.384230642,11.401850524411902,1948205.2938974386,0.01127712139898646,0.0023546398967778034,0.006361793741859362,0.003279687773478098,0.012346980598436658,5.85248924234375e-06,0.9643739241012194,0.0,258.9001736003456,2.413132341642469,og,Oil & gas extraction
76,40093,major,OK,17110.17129576629,3924.98127575916,0.0,8908.275596608091,340.7523075882713,10042.89953134663,298213.77825834503,0.0,338540.8582654135,0.05054093435998808,0.011593818530116692,0.026313738442832416,0.0010065322966751743,0.029665250991574764,0.0,0.8808797253788128,0.0,128.36743445903932,2.1084548615166248,og,Oil & gas extraction
77,40103,noble,OK,16533.452300128043,2088.44240809732,0.0,3342.494008604077,21009.366447607703,2480.631147607681,90893.6889272327,1270276.9978252936,1406625.073064571,0.011753986628510123,0.0014847185992122936,0.002376250837987615,0.014936010206213116,0.0017635340042696707,0.9030672224957429,0.06461827722806433,0.0,280.2083322179537,2.4474810452341145,pwr,Fossil fuel power generation
78,40129,roger mills,OK,11029.96088495988,235.83717465121688,0.0,1285.3086752610814,221.9705835287045,3476.388299312296,117915.21629729302,0.0,134164.6819150062,0.08221210476202225,0.001757818609823266,0.009580082156609063,0.0016544636066690313,0.02591135200182266,0.0,0.8788841788630538,0.0,283.02354806405344,2.451822571103168,og,Oil & gas extraction
79,40151,woods,OK,13906.63121884102,1517.3069919891002,0.0,5992.366484702114,221.9705835287045,5124.301243281513,642206.1719009684,2268.9976570661524,671237.746080377,0.0207178921329251,0.002260461365364592,0.00892733836810268,0.0003306884704039346,0.007634107696124565,0.0033803189262161257,0.956749193040863,0.0,191.50455642946864,2.2821791115089978,og,Oil & gas extraction
80,40153,woodward,OK,12573.382601547688,6945.590992392501,0.0,16583.971319407836,842795.6380017796,35762.901195714985,398003.43234326266,12348.357439005596,1325013.2738931107,0.00948925029604042,0.005241902952402275,0.01251607938287392,0.6360658074960298,0.026990598434261416,0.009319421686036439,0.3003769397523558,0.0,148.95065295820814,2.173042411381376,mf,Manufacturing
81,45017,calhoun,SC,9487.632583896053,4722.484935079151,0.0,4787.602879919188,779786.444306155,0.0,0.0,183265.9797426528,982050.1444477022,0.009661046981701558,0.004808802240678903,0.004875110407535963,0.7940393356845349,0.0,0.18661570468554867,0.0,0.0,205.679525724517,2.313191062198288,mf,Manufacturing
